"Year","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","proc.note","edited","plantid","Plot","trt","obs.alive","surv"
2022,5,52,21.5,3,"SOS","edge of plot",NA,FALSE,"3466_6_19B","6","irrigated",TRUE,TRUE
2023,5,42,23.5,3,"SOS","edge of plot",NA,FALSE,"3466_6_19B","6","irrigated",TRUE,TRUE
2018,3,16,11,1,"3","",NA,FALSE,"3467_5_0H","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3467_5_0H","5","drought",FALSE,TRUE
2020,3,NA,10.7,0,NA,"",NA,FALSE,"3467_5_0H","5","drought",TRUE,TRUE
2021,2,NA,12,0,NA,"",NA,FALSE,"3467_5_0H","5","drought",TRUE,TRUE
2022,5,NA,21,0,NA,"",NA,FALSE,"3467_5_0H","5","drought",TRUE,TRUE
2023,2,NA,20,0,NA,"",NA,FALSE,"3467_5_0H","5","drought",TRUE,TRUE
2019,2,20,11,1,"2.5","",NA,FALSE,"3468_14_5C","14","drought",TRUE,TRUE
2020,1,NA,13.2,0,NA,"",NA,FALSE,"3468_14_5C","14","drought",TRUE,TRUE
2021,2,NA,16,0,NA,"",NA,FALSE,"3468_14_5C","14","drought",TRUE,TRUE
2022,1,NA,19,0,NA,"",NA,FALSE,"3468_14_5C","14","drought",TRUE,TRUE
2023,2,NA,20,0,NA,"",NA,FALSE,"3468_14_5C","14","drought",TRUE,TRUE
2018,3,11.5,15,1,"2.25","",NA,FALSE,"3468_5_1J","5","drought",TRUE,TRUE
2019,1,10,14,1,"3","gone to seed",NA,FALSE,"3468_5_1J","5","drought",TRUE,TRUE
2020,2,NA,16.5,0,NA,"",NA,FALSE,"3468_5_1J","5","drought",TRUE,TRUE
2021,1,NA,12.5,0,NA,"",NA,FALSE,"3468_5_1J","5","drought",TRUE,TRUE
2022,3,NA,30,0,NA,"",NA,FALSE,"3468_5_1J","5","drought",TRUE,TRUE
2023,3,25,14,2,"SOS","",NA,FALSE,"3468_5_1J","5","drought",TRUE,TRUE
2019,2,10.5,10,1,"2","",NA,FALSE,"3469_14_3A","14","drought",TRUE,TRUE
2020,2,NA,11,0,NA,"",NA,FALSE,"3469_14_3A","14","drought",TRUE,TRUE
2021,3,NA,11,0,NA,"",NA,FALSE,"3469_14_3A","14","drought",TRUE,TRUE
2022,4,25.5,16.5,2,"3.5","one umbel clipped ","one umbel clipped",FALSE,"3469_14_3A","14","drought",TRUE,TRUE
2023,5,34,13.5,4,"SOS","",NA,FALSE,"3469_14_3A","14","drought",TRUE,TRUE
2018,3,10,10,0,NA,"",NA,FALSE,"3469_5_3H","5","drought",TRUE,TRUE
2019,1,NA,12.5,0,NA,"",NA,FALSE,"3469_5_3H","5","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3469_5_3H","5","drought",FALSE,TRUE
2021,5,NA,15,0,NA,"",NA,FALSE,"3469_5_3H","5","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP in 2020, tag pulled in 2022",NA,FALSE,"3469_5_3H","5","drought",FALSE,FALSE
2018,2,10,10,0,NA,"",NA,FALSE,"3470_5_13I","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3470_5_13I","5","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3470_5_13I","5","drought",FALSE,TRUE
2021,2,10,10.5,1,"2.5","",NA,FALSE,"3470_5_13I","5","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3470_5_13I","5","drought",FALSE,TRUE
2023,4,33,12,2,"SOS","",NA,FALSE,"3470_5_13I","5","drought",TRUE,TRUE
2019,1,NA,12,0,NA,"","changed tag; was mis-entered as 3417",TRUE,"3471_14_9A","14","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"incorrectly entered as 3417 in 2019, no plant",NA,FALSE,"3471_14_9A","14","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3471_14_9A","14","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3471_14_9A","14","drought",FALSE,FALSE
2018,1,13.5,13.5,0,NA,"",NA,FALSE,"3471_5_11D","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3471_5_11D","5","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3471_5_11D","5","drought",FALSE,TRUE
2021,1,NA,13.5,0,NA,"",NA,FALSE,"3471_5_11D","5","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP ","NA; survival imputed based on subsq. record",TRUE,"3471_5_11D","5","drought",FALSE,TRUE
2023,1,NA,14,0,NA,"",NA,FALSE,"3471_5_11D","5","drought",TRUE,TRUE
2019,1,NA,17,0,NA,"",NA,FALSE,"3472_15_6J","15","drought",TRUE,TRUE
2020,1,NA,13,0,NA,"",NA,FALSE,"3472_15_6J","15","drought",TRUE,TRUE
2021,3,NA,18,0,NA,"",NA,FALSE,"3472_15_6J","15","drought",TRUE,TRUE
2022,5,43,22,4,"SOS","",NA,FALSE,"3472_15_6J","15","drought",TRUE,TRUE
2023,7,35,13,5,"SOS","1 eaten, 1 dead",NA,FALSE,"3472_15_6J","15","drought",TRUE,TRUE
2018,1,8,8,0,NA,"",NA,FALSE,"3472_5_14B","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3472_5_14B","5","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3472_5_14B","5","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3472_5_14B","5","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3472_5_14B","5","drought",FALSE,FALSE
2018,1,14,14,0,NA,"",NA,FALSE,"3473_5_18G","5","drought",TRUE,TRUE
2019,1,NA,15,0,NA,"",NA,FALSE,"3473_5_18G","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3473_5_18G","5","drought",FALSE,TRUE
2021,2,13.5,15,1,"2.5","",NA,FALSE,"3473_5_18G","5","drought",TRUE,TRUE
2022,5,32,16,3,"SOS","",NA,FALSE,"3473_5_18G","5","drought",TRUE,TRUE
2023,5,34,14,3,"SOS","",NA,FALSE,"3473_5_18G","5","drought",TRUE,TRUE
2018,2,12.5,10,1,"2.7","",NA,FALSE,"3474_5_18A","5","drought",TRUE,TRUE
2019,1,NA,9.5,0,NA,"",NA,FALSE,"3474_5_18A","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3474_5_18A","5","drought",FALSE,TRUE
2021,1,NA,10,0,NA,"",NA,FALSE,"3474_5_18A","5","drought",TRUE,TRUE
2022,4,NA,20,0,NA,"",NA,FALSE,"3474_5_18A","5","drought",TRUE,TRUE
2023,6,39,17,4,"SOS","",NA,FALSE,"3474_5_18A","5","drought",TRUE,TRUE
2019,1,NA,7,0,NA,"",NA,FALSE,"3475_14_5D","14","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"npnt","NA; survival imputed based on subsq. record",TRUE,"3475_14_5D","14","drought",FALSE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3475_14_5D","14","drought",FALSE,TRUE
2022,1,NA,14,0,NA,"probably a new plant instead (was missing for 2 years)",NA,FALSE,"3475_14_5D","14","drought",TRUE,TRUE
2023,3,12,16,1,"5","",NA,FALSE,"3475_14_5D","14","drought",TRUE,TRUE
2018,2,12,12,0,NA,"",NA,FALSE,"3475_2_6D","2","control",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3475_2_6D","2","control",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3475_2_6D","2","control",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3475_2_6D","2","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3475_2_6D","2","control",FALSE,FALSE
2018,2,14.5,14.5,0,NA,"",NA,FALSE,"3476_2_7E","2","control",TRUE,TRUE
2019,1,NA,9,0,NA,"",NA,FALSE,"3476_2_7E","2","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"no plant",NA,FALSE,"3476_2_7E","2","control",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP, under hose",NA,FALSE,"3476_2_7E","2","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3476_2_7E","2","control",FALSE,FALSE
2019,2,NA,12.5,0,NA,"",NA,FALSE,"3476_5_12E","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3476_5_12E","5","drought",FALSE,TRUE
2021,2,12,9.5,1,"3","",NA,FALSE,"3476_5_12E","5","drought",TRUE,TRUE
2022,3,28,14.5,2,"SOS","",NA,FALSE,"3476_5_12E","5","drought",TRUE,TRUE
2023,9,37,14,4,"SOS","",NA,FALSE,"3476_5_12E","5","drought",TRUE,TRUE
2018,3,12,11,1,"1","",NA,FALSE,"3477_2_6C","2","control",TRUE,TRUE
2019,3,12,13,1,"1.5","",NA,FALSE,"3477_2_6C","2","control",TRUE,TRUE
2020,1,NA,10,0,NA,"",NA,FALSE,"3477_2_6C","2","control",TRUE,TRUE
2021,3,NA,17,0,NA,"",NA,FALSE,"3477_2_6C","2","control",TRUE,TRUE
2022,3,28.5,15,1,"2.5","",NA,FALSE,"3477_2_6C","2","control",TRUE,TRUE
2023,2,24,11,1,"4","dead--stalk broken, no seeds",NA,FALSE,"3477_2_6C","2","control",TRUE,TRUE
2019,2,NA,7.5,0,NA,"",NA,FALSE,"3478_13_16B","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3478_13_16B","13","control",FALSE,TRUE
2021,1,NA,13.5,0,NA,"",NA,FALSE,"3478_13_16B","13","control",TRUE,TRUE
2022,3,NA,15.5,0,NA,"",NA,FALSE,"3478_13_16B","13","control",TRUE,TRUE
2023,5,32,15,2,"SOS","",NA,FALSE,"3478_13_16B","13","control",TRUE,TRUE
2018,1,21,21,0,NA,"",NA,FALSE,"3478_15_17I","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3478_15_17I","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3478_15_17I","15","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3478_15_17I","15","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3478_15_17I","15","drought",FALSE,FALSE
2018,3,21.5,21.5,0,NA,"",NA,FALSE,"3479_15_5F","15","drought",TRUE,TRUE
2019,2,NA,15,0,NA,"",NA,FALSE,"3479_15_5F","15","drought",TRUE,TRUE
2020,4,24.5,16.3,1,"3.5","",NA,FALSE,"3479_15_5F","15","drought",TRUE,TRUE
2021,5,15,11,1,"2","",NA,FALSE,"3479_15_5F","15","drought",TRUE,TRUE
2022,11,49,21,6,"SOS","",NA,FALSE,"3479_15_5F","15","drought",TRUE,TRUE
2023,2,38,14,1,"5","",NA,FALSE,"3479_15_5F","15","drought",TRUE,TRUE
2019,1,NA,9,0,NA,"",NA,FALSE,"3479_5_3G","5","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3479_5_3G","5","drought",FALSE,TRUE
2021,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3479_5_3G","5","drought",FALSE,TRUE
2022,3,34.5,14.5,2,"SOS","",NA,FALSE,"3479_5_3G","5","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3479_5_3G","5","drought",FALSE,FALSE
2017,1,NA,13.5,0,NA,"","tag changed in 2019 (was 3356)",TRUE,"3480_13_16C","13","control",TRUE,TRUE
2018,2,11.5,11.5,0,NA,"","tag changed in 2019 (was 3356)",TRUE,"3480_13_16C","13","control",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant; duplicate, changed to '3480'","tag changed in 2019 (was 3356)",TRUE,"3480_13_16C","13","control",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"new tag: 3480","tag changed in 2019 (was 3356)",TRUE,"3480_13_16C","13","control",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP, tag is 3480","tag changed in 2019 (was 3356)",TRUE,"3480_13_16C","13","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled","tag changed in 2019 (was 3356)",TRUE,"3480_13_16C","13","control",FALSE,FALSE
2018,2,8.5,8.5,0,NA,"",NA,FALSE,"3480_2_3G","2","control",TRUE,TRUE
2019,1,NA,8,0,NA,"",NA,FALSE,"3480_2_3G","2","control",TRUE,TRUE
2020,1,NA,7.2,0,NA,"",NA,FALSE,"3480_2_3G","2","control",TRUE,TRUE
2021,1,NA,11,0,NA,"",NA,FALSE,"3480_2_3G","2","control",TRUE,TRUE
2022,1,17,9,1,"3.5","",NA,FALSE,"3480_2_3G","2","control",TRUE,TRUE
2023,1,39,13.5,1,"5.5","",NA,FALSE,"3480_2_3G","2","control",TRUE,TRUE
2017,3,NA,10.5,2,"3.5","","tag changed in 2020 (was 3389)",TRUE,"3481_13_12F","13","control",TRUE,TRUE
2018,1,9,9.5,0,NA,"","tag changed in 2020 (was 3389)",TRUE,"3481_13_12F","13","control",TRUE,TRUE
2019,1,NA,11,0,NA,"duplicate, changed to '3481'","tag changed in 2020 (was 3389)",TRUE,"3481_13_12F","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"new tag: 3481","tag changed in 2020 (was 3389); survival imputed based on subsq. record",TRUE,"3481_13_12F","13","control",FALSE,TRUE
2021,3,21,19,1,"3.5","tag is 3481","tag changed in 2020 (was 3389)",TRUE,"3481_13_12F","13","control",TRUE,TRUE
2022,4,31,19,3,"SOS","tag is 3481","tag changed in 2020 (was 3389)",TRUE,"3481_13_12F","13","control",TRUE,TRUE
2023,8,40,20,4,"SOS","tag is 3481","tag changed in 2020 (was 3389)",TRUE,"3481_13_12F","13","control",TRUE,TRUE
2018,5,16,16,0,NA,"",NA,FALSE,"3481_15_15H","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3481_15_15H","15","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3481_15_15H","15","drought",FALSE,TRUE
2021,3,25.5,19,1,"3.5","",NA,FALSE,"3481_15_15H","15","drought",TRUE,TRUE
2022,4,37,22,1,"5.5","",NA,FALSE,"3481_15_15H","15","drought",TRUE,TRUE
2023,3,19,23.5,3,"SOS","?",NA,FALSE,"3481_15_15H","15","drought",TRUE,TRUE
2019,1,NA,7,0,NA,"",NA,FALSE,"3482_14_13B","14","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3482_14_13B","14","drought",FALSE,TRUE
2021,1,NA,14.5,0,NA,"",NA,FALSE,"3482_14_13B","14","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"3482_14_13B","14","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3482_14_13B","14","drought",FALSE,FALSE
2018,3,15,15,0,NA,"",NA,FALSE,"3482_15_16J","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3482_15_16J","15","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3482_15_16J","15","drought",FALSE,TRUE
2021,1,NA,19,0,NA,"",NA,FALSE,"3482_15_16J","15","drought",TRUE,TRUE
2022,2,22.5,21,1,"4","",NA,FALSE,"3482_15_16J","15","drought",TRUE,TRUE
2023,3,23,13,3,"SOS","1 umbel dead",NA,FALSE,"3482_15_16J","15","drought",TRUE,TRUE
2019,2,NA,14,0,NA,"",NA,FALSE,"3483_13_15D","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3483_13_15D","13","control",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3483_13_15D","13","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3483_13_15D","13","control",FALSE,FALSE
2019,1,7.5,16,1,"1.5","",NA,FALSE,"3483_1_18E","1","irrigated",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3483_1_18E","1","irrigated",FALSE,TRUE
2021,2,NA,13.5,0,NA,"",NA,FALSE,"3483_1_18E","1","irrigated",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3483_1_18E","1","irrigated",FALSE,TRUE
2023,2,35,18,1,"5","",NA,FALSE,"3483_1_18E","1","irrigated",TRUE,TRUE
2019,1,NA,9,0,NA,"",NA,FALSE,"3484_5_5H","5","drought",TRUE,TRUE
2020,2,NA,8.2,0,NA,"",NA,FALSE,"3484_5_5H","5","drought",TRUE,TRUE
2021,1,NA,11,0,NA,"",NA,FALSE,"3484_5_5H","5","drought",TRUE,TRUE
2022,1,NA,18,0,NA,"beside 5017",NA,FALSE,"3484_5_5H","5","drought",TRUE,TRUE
2023,1,30,15,1,"8","beside 5017",NA,FALSE,"3484_5_5H","5","drought",TRUE,TRUE
2018,3,10,13.5,1,"1","",NA,FALSE,"3485_15_3A","15","drought",TRUE,TRUE
2019,4,NA,15.5,0,NA,"",NA,FALSE,"3485_15_3A","15","drought",TRUE,TRUE
2020,1,NA,11.5,0,NA,"",NA,FALSE,"3485_15_3A","15","drought",TRUE,TRUE
2021,4,22,15,2,"SOS","",NA,FALSE,"3485_15_3A","15","drought",TRUE,TRUE
2022,13,40.5,18,6,"SOS","",NA,FALSE,"3485_15_3A","15","drought",TRUE,TRUE
2023,8,52,20,7,"SOS","",NA,FALSE,"3485_15_3A","15","drought",TRUE,TRUE
2019,1,13.5,9.5,1,"2.5","",NA,FALSE,"3486_14_5A","14","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3486_14_5A","14","drought",FALSE,TRUE
2021,1,NA,16.5,0,NA,"",NA,FALSE,"3486_14_5A","14","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3486_14_5A","14","drought",FALSE,TRUE
2023,2,NA,28.5,0,NA,"",NA,FALSE,"3486_14_5A","14","drought",TRUE,TRUE
2019,2,NA,11.5,0,NA,"",NA,FALSE,"3487_14_6C","14","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3487_14_6C","14","drought",FALSE,TRUE
2021,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3487_14_6C","14","drought",FALSE,TRUE
2022,1,NA,21,0,NA,"",NA,FALSE,"3487_14_6C","14","drought",TRUE,TRUE
2023,1,NA,27,0,NA,"",NA,FALSE,"3487_14_6C","14","drought",TRUE,TRUE
2019,1,NA,12,0,NA,"",NA,FALSE,"3488_5_15I","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3488_5_15I","5","drought",FALSE,TRUE
2021,4,12,17,3,"SOS","",NA,FALSE,"3488_5_15I","5","drought",TRUE,TRUE
2022,7,25,20,5,"SOS","more like 12 I/J",NA,FALSE,"3488_5_15I","5","drought",TRUE,TRUE
2023,10,36,13,6,"SOS","more like 12 I/J",NA,FALSE,"3488_5_15I","5","drought",TRUE,TRUE
2017,1,NA,19,0,NA,"",NA,FALSE,"3489_15_14G","15","drought",TRUE,TRUE
2018,2,22,8.5,1,"2.2","",NA,FALSE,"3489_15_14G","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3489_15_14G","15","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3489_15_14G","15","drought",FALSE,TRUE
2021,1,20,14.5,1,"3","",NA,FALSE,"3489_15_14G","15","drought",TRUE,TRUE
2022,3,43,18,2,"SOS","",NA,FALSE,"3489_15_14G","15","drought",TRUE,TRUE
2023,3,36,19,1,"7.5","",NA,FALSE,"3489_15_14G","15","drought",TRUE,TRUE
2019,3,NA,11,0,NA,"",NA,FALSE,"3489_6_13B","6","irrigated",TRUE,TRUE
2020,1,NA,21.2,0,NA,"",NA,FALSE,"3489_6_13B","6","irrigated",TRUE,TRUE
2021,3,21.5,14,1,"4","",NA,FALSE,"3489_6_13B","6","irrigated",TRUE,TRUE
2022,3,48,19,1,"6","",NA,FALSE,"3489_6_13B","6","irrigated",TRUE,TRUE
2023,3,43,24,2,"SOS","",NA,FALSE,"3489_6_13B","6","irrigated",TRUE,TRUE
2017,2,NA,7,1,"2.2","",NA,FALSE,"3490_15_12C","15","drought",TRUE,TRUE
2018,2,12,7.5,1,"1.6","",NA,FALSE,"3490_15_12C","15","drought",TRUE,TRUE
2019,2,9.5,11,1,"0.5","",NA,FALSE,"3490_15_12C","15","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3490_15_12C","15","drought",FALSE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3490_15_12C","15","drought",FALSE,TRUE
2022,3,33.5,15,2,"SOS","",NA,FALSE,"3490_15_12C","15","drought",TRUE,TRUE
2023,6,23,10,3,"SOS","1 umbel dead",NA,FALSE,"3490_15_12C","15","drought",TRUE,TRUE
2019,1,NA,9,0,NA,"",NA,FALSE,"3490_5_0F","5","drought",TRUE,TRUE
2020,4,NA,11,0,NA,"",NA,FALSE,"3490_5_0F","5","drought",TRUE,TRUE
2021,1,NA,13,0,NA,"",NA,FALSE,"3490_5_0F","5","drought",TRUE,TRUE
2022,7,NA,23.5,0,NA,"",NA,FALSE,"3490_5_0F","5","drought",TRUE,TRUE
2023,1,NA,17,0,NA,"",NA,FALSE,"3490_5_0F","5","drought",TRUE,TRUE
2019,2,NA,16,0,NA,"",NA,FALSE,"3491_13_15E","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3491_13_15E","13","control",FALSE,TRUE
2021,1,NA,11,0,NA,"",NA,FALSE,"3491_13_15E","13","control",TRUE,TRUE
2022,2,NA,21,0,NA,"",NA,FALSE,"3491_13_15E","13","control",TRUE,TRUE
2023,4,27,16,3,"SOS","closer to 14",NA,FALSE,"3491_13_15E","13","control",TRUE,TRUE
2017,3,NA,16.5,2,"3.2","",NA,FALSE,"3491_15_17E","15","drought",TRUE,TRUE
2018,3,25,13,2,"4.5","",NA,FALSE,"3491_15_17E","15","drought",TRUE,TRUE
2019,2,25,11,1,"2.5","",NA,FALSE,"3491_15_17E","15","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3491_15_17E","15","drought",FALSE,TRUE
2021,2,23,14,1,"4","",NA,FALSE,"3491_15_17E","15","drought",TRUE,TRUE
2022,7,45,21,3,"SOS","",NA,FALSE,"3491_15_17E","15","drought",TRUE,TRUE
2023,4,49,17,3,"SOS","",NA,FALSE,"3491_15_17E","15","drought",TRUE,TRUE
2019,2,NA,20,0,NA,"",NA,FALSE,"3492_13_15C","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3492_13_15C","13","control",FALSE,TRUE
2021,1,NA,13,0,NA,"",NA,FALSE,"3492_13_15C","13","control",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"3492_13_15C","13","control",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3492_13_15C","13","control",FALSE,FALSE
2017,3,NA,14,2,"2.7","",NA,FALSE,"3492_15_16D","15","drought",TRUE,TRUE
2018,4,7.5,6.5,2,"1.5","",NA,TRUE,"3492_15_16D","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3492_15_16D","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3492_15_16D","15","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3492_15_16D","15","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3492_15_16D","15","drought",FALSE,FALSE
2019,1,NA,5,0,NA,"",NA,FALSE,"3493_14_12B","14","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3493_14_12B","14","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP, tag in 13A",NA,FALSE,"3493_14_12B","14","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3493_14_12B","14","drought",FALSE,FALSE
2017,5,NA,11.5,2,"5","",NA,FALSE,"3493_15_14E","15","drought",TRUE,TRUE
2018,4,9,10.5,2,"2","",NA,TRUE,"3493_15_14E","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3493_15_14E","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3493_15_14E","15","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3493_15_14E","15","drought",FALSE,FALSE
2022,3,30,20,2,"SOS","","NA; tag modified for gap",TRUE,"3493b_15_14E","15","drought",TRUE,TRUE
2023,9,37,13,7,"SOS","","NA; tag modified for gap",TRUE,"3493b_15_14E","15","drought",TRUE,TRUE
2019,2,15,11.5,1,"3","",NA,FALSE,"3494_13_16D","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3494_13_16D","13","control",FALSE,TRUE
2021,4,23,11,2,"SOS","",NA,FALSE,"3494_13_16D","13","control",TRUE,TRUE
2022,5,30,11,3,"SOS","",NA,FALSE,"3494_13_16D","13","control",TRUE,TRUE
2023,5,33,15,3,"SOS","1 umbel dead",NA,FALSE,"3494_13_16D","13","control",TRUE,TRUE
2017,5,NA,13,2,"3","",NA,FALSE,"3494_15_15C","15","drought",TRUE,TRUE
2018,2,8.5,8.5,0,NA,"",NA,FALSE,"3494_15_15C","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3494_15_15C","15","drought",FALSE,TRUE
2020,1,NA,8.8,0,NA,"",NA,FALSE,"3494_15_15C","15","drought",TRUE,TRUE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3494_15_15C","15","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3494_15_15C","15","drought",FALSE,FALSE
2019,1,NA,17.5,0,NA,"",NA,FALSE,"3495_14_1A","14","drought",TRUE,TRUE
