"plantid","Plot","trt","Year","surv","obs.alive","No.leaves","Leaf.length","No.umbels","edited","proc.note","demo.note"
"3395_12_17C",12,"irrigated",2018,TRUE,TRUE,1,7,0,FALSE,,""
"3395_12_17C",12,"irrigated",2019,TRUE,TRUE,1,10,0,FALSE,,""
"3395_12_17C",12,"irrigated",2020,TRUE,TRUE,1,8.6,0,FALSE,,""
"3395_12_17C",12,"irrigated",2021,TRUE,TRUE,2,16,0,FALSE,,""
"3395_12_17C",12,"irrigated",2022,TRUE,TRUE,5,14,3,FALSE,,""
"3395_12_17C",12,"irrigated",2023,TRUE,TRUE,3,16,1,FALSE,,""
"3395_12_17C",12,"irrigated",2024,TRUE,TRUE,2,14.5,1,FALSE,"",""
"3410_12_16C",12,"irrigated",2020,TRUE,TRUE,2,5,0,FALSE,,""
"3410_12_16C",12,"irrigated",2021,TRUE,TRUE,1,10.5,0,FALSE,,""
"3410_12_16C",12,"irrigated",2022,TRUE,TRUE,2,15,0,FALSE,,""
"3410_12_16C",12,"irrigated",2023,TRUE,TRUE,2,18,0,FALSE,,""
"3410_12_16C",12,"irrigated",2024,TRUE,TRUE,1,15,0,FALSE,"","moss"
"3411_12_17F",12,"irrigated",2020,TRUE,TRUE,1,3.8,0,FALSE,,""
"3411_12_17F",12,"irrigated",2021,FALSE,FALSE,0,,,FALSE,,"NP"
"3411_12_17F",12,"irrigated",2022,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled"
"3412_12_17C",12,"irrigated",2020,TRUE,TRUE,1,6.2,0,FALSE,,""
"3412_12_17C",12,"irrigated",2021,FALSE,FALSE,0,,,FALSE,,"NP, under hose"
"3412_12_17C",12,"irrigated",2022,FALSE,FALSE,0,,,FALSE,,"NP, under hose. Tag pulled"
"3413_12_16I",12,"irrigated",2020,TRUE,TRUE,1,11.8,0,FALSE,,""
"3413_12_16I",12,"irrigated",2021,TRUE,TRUE,1,10,0,FALSE,,""
"3413_12_16I",12,"irrigated",2022,TRUE,TRUE,3,19,1,FALSE,,""
"3413_12_16I",12,"irrigated",2023,TRUE,TRUE,2,13,0,FALSE,,""
"3413_12_16I",12,"irrigated",2024,TRUE,TRUE,1,21,1,FALSE,"",""
"3414_12_15H",12,"irrigated",2020,TRUE,TRUE,2,12.7,0,FALSE,,""
"3414_12_15H",12,"irrigated",2021,TRUE,TRUE,1,11,0,FALSE,,""
"3414_12_15H",12,"irrigated",2022,FALSE,FALSE,0,,,FALSE,,"NP"
"3414_12_15H",12,"irrigated",2023,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled."
"3415_12_17H",12,"irrigated",2020,TRUE,TRUE,1,12.1,0,FALSE,,""
"3415_12_17H",12,"irrigated",2021,TRUE,TRUE,1,8,0,FALSE,,""
"3415_12_17H",12,"irrigated",2022,TRUE,TRUE,1,14.5,0,FALSE,,""
"3415_12_17H",12,"irrigated",2023,TRUE,TRUE,2,18,0,FALSE,,""
"3415_12_17H",12,"irrigated",2024,TRUE,TRUE,1,11,0,FALSE,"",""
"3416_12_18G",12,"irrigated",2020,TRUE,TRUE,1,4.8,0,FALSE,,""
"3416_12_18G",12,"irrigated",2021,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","NP"
"3416_12_18G",12,"irrigated",2022,TRUE,TRUE,1,13.5,0,FALSE,,""
"3416_12_18G",12,"irrigated",2023,TRUE,TRUE,1,10,0,FALSE,,""
"3416_12_18G",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NPNT"
"3417_12_18F",12,"irrigated",2020,TRUE,TRUE,1,4.8,0,FALSE,,""
"3417_12_18F",12,"irrigated",2021,TRUE,TRUE,1,9,0,FALSE,,""
"3417_12_18F",12,"irrigated",2022,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","NPNT. New tag, 7511 may be same plant? "
"3417_12_18F",12,"irrigated",2023,TRUE,TRUE,2,17.5,0,FALSE,,""
"3417_12_18F",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NP"
"3418_12_18C",12,"irrigated",2020,TRUE,TRUE,1,2.5,0,FALSE,,""
"3418_12_18C",12,"irrigated",2021,TRUE,TRUE,1,13,0,FALSE,,""
"3418_12_18C",12,"irrigated",2022,TRUE,TRUE,1,18,,FALSE,,""
"3418_12_18C",12,"irrigated",2023,TRUE,TRUE,2,22,0,FALSE,,""
"3418_12_18C",12,"irrigated",2024,TRUE,TRUE,1,13,0,FALSE,"","in moss"
"3419_12_14C",12,"irrigated",2020,TRUE,TRUE,1,4.2,0,FALSE,,""
"3419_12_14C",12,"irrigated",2021,TRUE,TRUE,1,7,0,FALSE,,""
"3419_12_14C",12,"irrigated",2022,FALSE,FALSE,0,,,FALSE,,"NP"
"3419_12_14C",12,"irrigated",2023,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled."
"3420_12_10H",12,"irrigated",2020,TRUE,TRUE,1,5.8,0,FALSE,,""
"3420_12_10H",12,"irrigated",2021,TRUE,TRUE,1,9,0,FALSE,,""
"3420_12_10H",12,"irrigated",2022,TRUE,TRUE,1,9.5,0,FALSE,,""
"3420_12_10H",12,"irrigated",2023,TRUE,TRUE,1,12,0,FALSE,,""
"3420_12_10H",12,"irrigated",2024,TRUE,TRUE,1,17.5,0,FALSE,"","ant colony"
"3421_12_15C",12,"irrigated",2020,TRUE,TRUE,1,2.6,0,FALSE,,""
"3421_12_15C",12,"irrigated",2021,TRUE,TRUE,1,7,0,FALSE,,""
"3421_12_15C",12,"irrigated",2022,TRUE,TRUE,1,12,0,FALSE,,""
"3421_12_15C",12,"irrigated",2023,TRUE,TRUE,1,13,0,FALSE,,""
"3421_12_15C",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NP; moss"
"3422_12_13H",12,"irrigated",2020,TRUE,TRUE,1,9.8,0,FALSE,,""
"3422_12_13H",12,"irrigated",2021,TRUE,TRUE,2,19,0,FALSE,,""
"3422_12_13H",12,"irrigated",2022,TRUE,TRUE,1,11,0,FALSE,,""
"3422_12_13H",12,"irrigated",2023,TRUE,TRUE,3,10,3,FALSE,,"stem of third umbel broken; first umbel dead"
"3422_12_13H",12,"irrigated",2024,TRUE,TRUE,1,20.5,0,FALSE,"",""
"3423_12_13H",12,"irrigated",2020,TRUE,TRUE,2,12.4,0,FALSE,,""
"3423_12_13H",12,"irrigated",2021,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","NT, new tag is 3815"
"3423_12_13H",12,"irrigated",2022,TRUE,TRUE,5,14.5,3,FALSE,,"was a replacement tag for 3815, but actually separate plants"
"3423_12_13H",12,"irrigated",2023,TRUE,TRUE,1,18,0,FALSE,,""
"3423_12_13H",12,"irrigated",2024,TRUE,TRUE,5,22.5,1,FALSE,"","3422 in phen"
"3424_12_7H",12,"irrigated",2020,TRUE,TRUE,1,10.4,0,FALSE,,""
"3424_12_7H",12,"irrigated",2021,TRUE,TRUE,1,10,0,FALSE,,""
"3424_12_7H",12,"irrigated",2022,TRUE,TRUE,1,13,0,FALSE,,""
"3424_12_7H",12,"irrigated",2023,TRUE,TRUE,4,18.5,2,FALSE,,""
"3424_12_7H",12,"irrigated",2024,TRUE,TRUE,3,15,2,FALSE,"",""
"3425_12_2I",12,"irrigated",2020,TRUE,TRUE,2,10.8,0,FALSE,,""
"3425_12_2I",12,"irrigated",2021,TRUE,TRUE,2,13.5,0,FALSE,,""
"3425_12_2I",12,"irrigated",2022,TRUE,TRUE,2,14,0,FALSE,,""
"3425_12_2I",12,"irrigated",2023,TRUE,TRUE,3,17,2,FALSE,,""
"3425_12_2I",12,"irrigated",2024,TRUE,TRUE,3,17,2,FALSE,"",""
"3439_12_14G",12,"irrigated",2018,TRUE,TRUE,1,4,0,FALSE,,""
"3439_12_14G",12,"irrigated",2019,TRUE,TRUE,1,6,0,FALSE,,""
"3439_12_14G",12,"irrigated",2020,TRUE,TRUE,1,4.2,0,FALSE,,""
"3439_12_14G",12,"irrigated",2021,TRUE,TRUE,1,13,0,FALSE,,""
"3439_12_14G",12,"irrigated",2022,TRUE,TRUE,1,19,0,FALSE,,""
"3439_12_14G",12,"irrigated",2023,TRUE,TRUE,2,17,1,FALSE,,""
"3439_12_14G",12,"irrigated",2024,TRUE,TRUE,2,15.5,0,FALSE,"",""
"3444_12_13H",12,"irrigated",2018,TRUE,TRUE,1,5,0,FALSE,,""
"3444_12_13H",12,"irrigated",2019,TRUE,TRUE,1,7.5,0,FALSE,,""
"3444_12_13H",12,"irrigated",2020,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3444_12_13H",12,"irrigated",2021,TRUE,TRUE,1,10.5,0,FALSE,,""
"3444_12_13H",12,"irrigated",2022,FALSE,FALSE,0,,,FALSE,,"NP"
"3444_12_13H",12,"irrigated",2023,FALSE,FALSE,0,,,FALSE,,"NP. Tag pulled."
"3445_12_10B",12,"irrigated",2018,TRUE,TRUE,1,6,0,FALSE,,""
"3445_12_10B",12,"irrigated",2019,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3445_12_10B",12,"irrigated",2020,TRUE,TRUE,1,7.5,0,FALSE,,""
"3445_12_10B",12,"irrigated",2021,TRUE,TRUE,1,12,0,FALSE,,""
"3445_12_10B",12,"irrigated",2022,TRUE,TRUE,3,16,1,FALSE,,""
"3445_12_10B",12,"irrigated",2023,TRUE,TRUE,2,12,1,FALSE,,""
"3445_12_10B",12,"irrigated",2024,TRUE,TRUE,3,16.5,2,FALSE,"",""
"3448_12_6F",12,"irrigated",2018,TRUE,TRUE,1,8,0,FALSE,,""
"3448_12_6F",12,"irrigated",2019,TRUE,TRUE,1,13,0,FALSE,,""
"3448_12_6F",12,"irrigated",2020,TRUE,TRUE,1,10.8,1,FALSE,,"umbel eaten"
"3448_12_6F",12,"irrigated",2021,TRUE,TRUE,2,16,0,FALSE,,""
"3448_12_6F",12,"irrigated",2022,TRUE,TRUE,1,24,0,FALSE,,""
"3448_12_6F",12,"irrigated",2023,TRUE,TRUE,4,15,2,FALSE,,""
"3448_12_6F",12,"irrigated",2024,TRUE,TRUE,4,14.5,2,FALSE,"",""
"3449_12_12B",12,"irrigated",2018,TRUE,TRUE,1,5.5,0,FALSE,,""
"3449_12_12B",12,"irrigated",2019,TRUE,TRUE,2,7.5,0,FALSE,,""
"3449_12_12B",12,"irrigated",2020,TRUE,TRUE,1,6.3,0,FALSE,,""
"3449_12_12B",12,"irrigated",2021,TRUE,TRUE,2,14,0,FALSE,,""
"3449_12_12B",12,"irrigated",2022,TRUE,TRUE,2,16,2,FALSE,,""
"3449_12_12B",12,"irrigated",2023,TRUE,TRUE,5,16,3,FALSE,,""
"3449_12_12B",12,"irrigated",2024,TRUE,TRUE,1,16.5,1,FALSE,"",""
"3451_12_17D",12,"irrigated",2018,TRUE,TRUE,1,6,0,FALSE,,""
"3451_12_17D",12,"irrigated",2019,TRUE,TRUE,1,8,0,FALSE,,""
"3451_12_17D",12,"irrigated",2020,TRUE,TRUE,1,8.6,0,FALSE,,""
"3451_12_17D",12,"irrigated",2021,TRUE,TRUE,2,15.5,0,FALSE,,"in clump of anthox."
"3451_12_17D",12,"irrigated",2022,TRUE,TRUE,4,16,3,FALSE,,"in clump of anthox. "
"3451_12_17D",12,"irrigated",2023,TRUE,TRUE,1,13,0,FALSE,,""
"3451_12_17D",12,"irrigated",2024,TRUE,TRUE,1,13.5,0,FALSE,"",""
"3536_12_18A",12,"irrigated",2016,TRUE,TRUE,7,8.1,2,FALSE,,""
"3536_12_18A",12,"irrigated",2017,TRUE,TRUE,3,11.5,2,FALSE,,""
"3536_12_18A",12,"irrigated",2018,TRUE,TRUE,6,11,3,FALSE,,""
"3536_12_18A",12,"irrigated",2019,TRUE,TRUE,2,14,0,FALSE,,""
"3536_12_18A",12,"irrigated",2020,TRUE,TRUE,2,10.3,0,FALSE,,""
"3536_12_18A",12,"irrigated",2021,TRUE,TRUE,4,15,2,FALSE,,""
"3536_12_18A",12,"irrigated",2022,TRUE,TRUE,3,18,3,FALSE,,""
"3536_12_18A",12,"irrigated",2023,TRUE,TRUE,6,16,4,FALSE,,""
"3536_12_18A",12,"irrigated",2024,TRUE,TRUE,2,16.5,1,FALSE,"","near hose"
"3551_12_11H",12,"irrigated",2016,TRUE,TRUE,3,7,0,FALSE,,""
"3551_12_11H",12,"irrigated",2017,TRUE,TRUE,2,8,2,FALSE,,""
"3551_12_11H",12,"irrigated",2018,TRUE,TRUE,1,13,0,FALSE,,""
"3551_12_11H",12,"irrigated",2019,FALSE,FALSE,0,,,FALSE,,"no plant"
"3551_12_11H",12,"irrigated",2020,FALSE,FALSE,0,,,FALSE,,"no plant"
"3551_12_11H",12,"irrigated",2021,FALSE,FALSE,0,,,FALSE,,"NP"
"3551b_12_11H",12,"irrigated",2022,TRUE,TRUE,2,17.5,1,TRUE,"NA; tag modified for gap",""
"3551b_12_11H",12,"irrigated",2023,TRUE,TRUE,3,16,2,TRUE,"NA; tag modified for gap",""
"3551b_12_11H",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NPNT"
"3578_12_15A",12,"irrigated",2016,TRUE,TRUE,5,4.1,0,FALSE,,""
"3578_12_15A",12,"irrigated",2017,TRUE,TRUE,2,9.5,2,FALSE,,""
"3578_12_15A",12,"irrigated",2018,TRUE,TRUE,3,9.5,1,FALSE,,""
"3578_12_15A",12,"irrigated",2019,TRUE,TRUE,3,11.5,2,FALSE,,""
"3578_12_15A",12,"irrigated",2020,TRUE,TRUE,1,8.2,1,FALSE,,""
"3578_12_15A",12,"irrigated",2021,TRUE,TRUE,4,8,2,FALSE,,""
"3578_12_15A",12,"irrigated",2022,TRUE,TRUE,7,17,3,FALSE,,""
"3578_12_15A",12,"irrigated",2023,TRUE,TRUE,7,19.5,4,FALSE,,"1 umbel dead"
"3578_12_15A",12,"irrigated",2024,TRUE,TRUE,6,16.5,4,FALSE,"",""
"3758_12_19H",12,"irrigated",2021,TRUE,TRUE,1,10.5,0,FALSE,,""
"3758_12_19H",12,"irrigated",2022,TRUE,TRUE,1,19,0,FALSE,,""
"3758_12_19H",12,"irrigated",2023,TRUE,TRUE,2,21,0,FALSE,,""
"3758_12_19H",12,"irrigated",2024,TRUE,TRUE,2,14,2,FALSE,"","second umble still bud"
"3761_12_14G",12,"irrigated",2021,TRUE,TRUE,2,14,0,FALSE,,""
"3761_12_14G",12,"irrigated",2022,TRUE,TRUE,2,14.5,0,FALSE,,""
"3761_12_14G",12,"irrigated",2023,TRUE,TRUE,3,10,2,FALSE,,""
"3761_12_14G",12,"irrigated",2024,TRUE,TRUE,1,12.5,0,FALSE,"",""
"3768_12_18G",12,"irrigated",2021,TRUE,TRUE,1,6.5,0,FALSE,,""
"3768_12_18G",12,"irrigated",2022,TRUE,TRUE,2,16,0,FALSE,,""
"3768_12_18G",12,"irrigated",2023,TRUE,TRUE,2,18,0,FALSE,,""
"3768_12_18G",12,"irrigated",2024,TRUE,TRUE,1,14.5,0,FALSE,"",""
"3815_12_13H",12,"irrigated",2021,TRUE,TRUE,1,11,0,FALSE,,"new tag for 3423"
"3815_12_13H",12,"irrigated",2022,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","NP. was a new tag for 3423 but 3815 and 3423 are different plants, not close to each other. 3815 = also NP"
"3815_12_13H",12,"irrigated",2023,TRUE,TRUE,1,10,0,FALSE,,""
"3815_12_13H",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NPNT"
"3834_12_15C",12,"irrigated",2016,TRUE,TRUE,4,7.5,1,FALSE,,""
"3834_12_15C",12,"irrigated",2017,TRUE,TRUE,2,7.5,0,FALSE,,""
"3834_12_15C",12,"irrigated",2018,TRUE,TRUE,2,12.5,0,FALSE,,""
"3834_12_15C",12,"irrigated",2019,FALSE,FALSE,0,,,FALSE,,"no plant"
"3834_12_15C",12,"irrigated",2020,FALSE,FALSE,,,,FALSE,,"NPNT"
"3834_12_15C",12,"irrigated",2021,FALSE,FALSE,0,,,FALSE,,"NP"
"3834b_12_15C",12,"irrigated",2022,TRUE,TRUE,1,16,0,TRUE,"NA; tag modified for gap",""
"3834b_12_15C",12,"irrigated",2023,FALSE,FALSE,0,,,TRUE,"NA; tag modified for gap","NP"
"3834b_12_15C",12,"irrigated",2024,FALSE,FALSE,0,,,FALSE,"","NP; tag pulled; moss"
"3876_12_11H",12,"irrigated",2016,TRUE,TRUE,6,7.2,0,FALSE,,""
"3876_12_11H",12,"irrigated",2017,TRUE,TRUE,1,8,0,FALSE,,""
"3876_12_11H",12,"irrigated",2018,TRUE,TRUE,1,12,0,FALSE,,""
"3876_12_11H",12,"irrigated",2019,TRUE,TRUE,4,14,2,FALSE,,""
"3876_12_11H",12,"irrigated",2020,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3876_12_11H",12,"irrigated",2021,TRUE,TRUE,1,14,0,FALSE,,""
"3876_12_11H",12,"irrigated",2022,TRUE,TRUE,1,10.5,0,FALSE,,""
"3876_12_11H",12,"irrigated",2023,TRUE,FALSE,0,,,FALSE,"NA;survival imputed based on subsq. record","NP"
"3876_12_11H",12,"irrigated",2024,TRUE,TRUE,2,19.5,0,FALSE,"","moss"
"3938_12_17F",12,"irrigated",2021,TRUE,TRUE,1,9,0,FALSE,,""
"3938_12_17F",12,"irrigated",2022,TRUE,TRUE,1,11.5,0,FALSE,,""
"3938_12_17F",12,"irrigated",2023,TRUE,TRUE,1,11,0,FALSE,,""
"3938_12_17F",12,"irrigated",2024,TRUE,TRUE,2,13.5,0,FALSE,"","moss"
"7507_12_16F",12,"irrigated",2022,TRUE,TRUE,2,14,0,FALSE,,""
"7507_12_16F",12,"irrigated",2023,TRUE,TRUE,1,11,0,FALSE,,""
"7507_12_16F",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NP"
"7511_12_18F",12,"irrigated",2022,TRUE,TRUE,1,13,0,FALSE,,"may be 3417?"
"7511_12_18F",12,"irrigated",2023,TRUE,TRUE,2,11,0,FALSE,,""
"7511_12_18F",12,"irrigated",2024,TRUE,TRUE,2,12.5,0,FALSE,"",""
"7530_12_12E",12,"irrigated",2022,TRUE,TRUE,1,15.5,0,FALSE,,""
"7530_12_12E",12,"irrigated",2023,TRUE,TRUE,2,18,1,FALSE,,""
"7530_12_12E",12,"irrigated",2024,TRUE,TRUE,2,14.5,1,FALSE,"","moss"
"7540_12_8C",12,"irrigated",2022,TRUE,TRUE,1,11.5,0,FALSE,,""
"7540_12_8C",12,"irrigated",2023,TRUE,TRUE,2,18,0,FALSE,,""
"7540_12_8C",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NPNT; Dactylis"
"7541_12_16F",12,"irrigated",2022,TRUE,TRUE,2,11.5,0,FALSE,,""
"7541_12_16F",12,"irrigated",2023,TRUE,TRUE,1,10,0,FALSE,,""
"7541_12_16F",12,"irrigated",2024,TRUE,TRUE,1,14.5,0,FALSE,"",""
"7578_12_11B",12,"irrigated",2022,TRUE,TRUE,1,20,0,FALSE,,""
"7578_12_11B",12,"irrigated",2023,TRUE,TRUE,6,17.5,4,FALSE,,""
"7578_12_11B",12,"irrigated",2024,TRUE,TRUE,3,19,1,FALSE,"",""
"7614_12_18G",12,"irrigated",2024,TRUE,TRUE,1,12,0,FALSE,"","moss; between 3216 and 3132"
"7616_12_11B",12,"irrigated",2024,TRUE,TRUE,2,14.5,1,FALSE,"","BSP in phen"
"7619_12_16E",12,"irrigated",2024,TRUE,TRUE,2,11.5,0,FALSE,"","5cm from hose in moss"
"7668_12_12G",12,"irrigated",2023,TRUE,TRUE,1,6,0,FALSE,,""
"7668_12_12G",12,"irrigated",2024,TRUE,TRUE,1,6.5,0,FALSE,"",""
"7669_12_13F",12,"irrigated",2023,TRUE,TRUE,1,5,0,FALSE,,""
"7669_12_13F",12,"irrigated",2024,TRUE,TRUE,1,6.5,0,FALSE,"",""
"7673_12_12F",12,"irrigated",2023,TRUE,TRUE,1,7,0,FALSE,,""
"7673_12_12F",12,"irrigated",2024,TRUE,TRUE,1,8,0,FALSE,"",""
"7674_12_13J",12,"irrigated",2023,TRUE,TRUE,1,7,0,FALSE,,""
"7674_12_13J",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NP"
"7686_12_12G",12,"irrigated",2023,TRUE,TRUE,1,8,0,FALSE,,""
"7686_12_12G",12,"irrigated",2024,TRUE,TRUE,1,7.5,0,FALSE,"",""
"7688_12_11G",12,"irrigated",2023,TRUE,TRUE,1,9,0,FALSE,,""
"7688_12_11G",12,"irrigated",2024,TRUE,TRUE,1,7,0,FALSE,"",""
"7690_12_14J",12,"irrigated",2023,TRUE,TRUE,1,7,0,FALSE,,""
"7690_12_14J",12,"irrigated",2024,TRUE,TRUE,1,7.5,0,FALSE,"",""
"7694_12_11G",12,"irrigated",2023,TRUE,TRUE,1,6,0,FALSE,,""
"7694_12_11G",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NP"
"7699_12_11I",12,"irrigated",2023,TRUE,TRUE,1,7,0,FALSE,,""
"7699_12_11I",12,"irrigated",2024,,FALSE,0,,,FALSE,"","NP"
"3009_13_17J",13,"control",2016,TRUE,TRUE,4,7.6,1,FALSE,,""
"3009_13_17J",13,"control",2017,TRUE,TRUE,5,12.5,1,FALSE,,""
"3009_13_17J",13,"control",2018,TRUE,TRUE,6,9.5,2,FALSE,,""
"3009_13_17J",13,"control",2019,TRUE,TRUE,5,13.5,1,FALSE,,""
"3009_13_17J",13,"control",2020,FALSE,FALSE,0,,,FALSE,,"no plant"
"3009_13_17J",13,"control",2021,FALSE,FALSE,0,,,FALSE,,"NP"
"3009_13_17J",13,"control",2022,FALSE,FALSE,0,,,FALSE,,"NP, tag pulled"
"3018_13_10G",13,"control",2017,TRUE,TRUE,2,13,2,FALSE,,""
"3018_13_10G",13,"control",2018,TRUE,TRUE,3,10.5,1,FALSE,,""
"3018_13_10G",13,"control",2019,TRUE,TRUE,4,15.5,2,FALSE,,"one leaf pulled off"
"3018_13_10G",13,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record",""
"3018_13_10G",13,"control",2021,TRUE,TRUE,3,15.5,1,FALSE,,""
"3018_13_10G",13,"control",2022,TRUE,TRUE,4,13,3,FALSE,,""
"3018_13_10G",13,"control",2023,TRUE,TRUE,6,12,5,FALSE,,""
"3018_13_10G",13,"control",2024,TRUE,TRUE,4,9,3,FALSE,"","two basal leaves gone"
"3023_13_16G",13,"control",2016,TRUE,TRUE,7,5.7,2,FALSE,,"2 stalks"
"3023_13_16G",13,"control",2017,TRUE,TRUE,5,14.5,2,FALSE,,""
"3023_13_16G",13,"control",2018,TRUE,TRUE,2,10.5,1,FALSE,,""
"3023_13_16G",13,"control",2019,TRUE,TRUE,3,14,0,FALSE,,""
"3023_13_16G",13,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record",""
"3023_13_16G",13,"control",2021,TRUE,TRUE,3,20,1,FALSE,,""
"3023_13_16G",13,"control",2022,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","NP"
"3023_13_16G",13,"control",2023,TRUE,TRUE,3,17,1,FALSE,,""
"3023_13_16G",13,"control",2024,TRUE,TRUE,1,14.5,1,FALSE,"",""
"3026_13_3E",13,"control",2021,TRUE,TRUE,1,9,0,FALSE,,""
"3026_13_3E",13,"control",2022,TRUE,TRUE,2,10,1,FALSE,,""
"3026_13_3E",13,"control",2023,TRUE,TRUE,3,15.5,1,FALSE,,"can't read note"
"3026_13_3E",13,"control",2024,TRUE,TRUE,2,16.5,1,FALSE,"",""
"3027_13_0C",13,"control",2016,TRUE,TRUE,3,6.5,1,FALSE,,"3 stalks"
"3027_13_0C",13,"control",2017,TRUE,TRUE,4,11,2,FALSE,,""
"3027_13_0C",13,"control",2018,TRUE,TRUE,2,14,0,FALSE,,""
"3027_13_0C",13,"control",2019,TRUE,TRUE,1,12,0,FALSE,,""
"3027_13_0C",13,"control",2020,TRUE,TRUE,1,8.5,0,FALSE,,""
"3027_13_0C",13,"control",2021,TRUE,TRUE,3,12.5,0,FALSE,,""
"3027_13_0C",13,"control",2022,TRUE,TRUE,1,12.5,0,FALSE,,""
"3027_13_0C",13,"control",2023,FALSE,FALSE,0,,,FALSE,,"NP"
"3027_13_0C",13,"control",2024,,FALSE,0,,,FALSE,"","NPNT"
"3039_13_0E",13,"control",2016,TRUE,TRUE,13,6.8,3,FALSE,,"Dead"
"3039_13_0E",13,"control",2017,TRUE,TRUE,2,17,2,FALSE,,""
"3039_13_0E",13,"control",2018,TRUE,TRUE,3,16,1,FALSE,,""
"3039_13_0E",13,"control",2019,TRUE,TRUE,1,15,0,FALSE,,""
"3039_13_0E",13,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record","npnt"
"3039_13_0E",13,"control",2021,TRUE,TRUE,3,15.5,1,TRUE,"tag manually edited; was 3726",""
"3039_13_0E",13,"control",2022,TRUE,TRUE,2,17,1,TRUE,"tag manually edited; was 3726",""
"3039_13_0E",13,"control",2023,TRUE,TRUE,3,18,1,TRUE,"tag manually edited; was 3726",""
"3039_13_0E",13,"control",2024,TRUE,TRUE,2,,1,TRUE,";tag changed; was 3726","umbel and leaves eaten off"
"3042_13_14B",13,"control",2021,TRUE,TRUE,2,17,0,FALSE,,""
"3042_13_14B",13,"control",2022,TRUE,TRUE,2,11,1,FALSE,,""
"3042_13_14B",13,"control",2023,TRUE,FALSE,,,,FALSE,"NA;survival imputed based on subsq. record","NPNT"
"3042_13_14B",13,"control",2024,TRUE,TRUE,2,11,1,FALSE,"","BTP in phen"
"3061_13_19E",13,"control",2016,TRUE,TRUE,3,5.6,0,FALSE,,""
"3061_13_19E",13,"control",2017,TRUE,TRUE,1,5.5,0,FALSE,,""
"3061_13_19E",13,"control",2018,TRUE,TRUE,1,9.5,0,FALSE,,"18C"
"3061_13_19E",13,"control",2019,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","no plant"
"3061_13_19E",13,"control",2020,TRUE,FALSE,,,,TRUE,"NA; survival imputed based on subsq. record",""
"3061_13_19E",13,"control",2021,TRUE,TRUE,1,5,0,FALSE,,""
"3061_13_19E",13,"control",2022,TRUE,FALSE,0,,,TRUE,"NA; survival imputed based on subsq. record","NP"
"3061_13_19E",13,"control",2023,TRUE,TRUE,5,15,3,FALSE,,""
"3061_13_19E",13,"control",2024,,FALSE,0,,,FALSE,"","NP"
"3079_13_9B",13,"control",2016,TRUE,TRUE,4,5.1,2,FALSE,,"Leaves gone"
"3079_13_9B",13,"control",2017,TRUE,TRUE,13,10.5,4,FALSE,,""
"3079_13_9B",13,"control",2018,TRUE,TRUE,2,5,0,FALSE,,""
"3079_13_9B",13,"control",2019,TRUE,TRUE,4,13.5,1,FALSE,,""
"3079_13_9B",13,"control",2020,FALSE,FALSE,,,,FALSE,,"npnt"
"3079_13_9B",13,"control",2021,FALSE,FALSE,,,,FALSE,,"NPNT"
"3079_13_9B",13,"control",2022,FALSE,FALSE,0,,,FALSE,,"NP, tag pulled"
"3088_13_9B",13,"control",2016,TRUE,TRUE,11,6,2,FALSE,,""
"3088_13_9B",13,"control",2017,TRUE,TRUE,7,10,2,FALSE,,""
"3088_13_9B",13,"control",2018,TRUE,TRUE,4,9.5,1,FALSE,,""
"3088_13_9B",13,"control",2019,TRUE,TRUE,3,11.5,1,FALSE,,""
"3088_13_9B",13,"control",2020,TRUE,TRUE,2,8.8,0,FALSE,,""
"3088_13_9B",13,"control",2021,TRUE,TRUE,4,16,0,FALSE,,""
"3088_13_9B",13,"control",2022,TRUE,TRUE,6,12,5,FALSE,,""
"3088_13_9B",13,"control",2023,TRUE,TRUE,5,8.5,3,FALSE,,""
