survey.date,plot,coor,tag,no.buds,no.flowers,no.flp,no.seeding,no.dead,notes
5/16/24,7,16E,7538,0,0,1,0,0,
4/26/24,7,1A,3069,1,0,0,0,0,
5/2/24,7,1A,3069,1,0,0,0,0,
5/9/24,7,1A,3069,0,1,0,0,0,
5/16/24,7,1A,3069,0,0,1,0,0,
4/26/24,7,1A,5050,2,0,0,0,0,
5/2/24,7,1A,5050,2,0,0,0,0,
5/9/24,7,1A,5050,0,2,0,0,0,
5/16/24,7,1A,5050,0,0,1,0,0,
4/26/24,7,1D,3452,2,0,0,0,0,
5/2/24,7,1D,3452,3,0,0,0,0,
5/9/24,7,1D,3452,1,1,1,0,0,
5/16/24,7,1D,3452,0,1,2,0,0,
4/26/24,7,5C,7579,1,0,0,0,0,
5/2/24,7,5C,7579,1,0,0,0,0,
5/9/24,7,5C,7579,0,1,0,0,0,
5/16/24,7,5C,7579,0,0,1,0,0,
4/26/24,7,5G,3089,2,0,0,0,0,
5/2/24,7,5G,3089,2,0,0,0,0,
5/9/24,7,5G,3089,0,0,2,0,0,
5/16/24,7,5G,3089,0,0,0,2,0,
4/26/24,7,0J,7656,1,0,0,0,0,
5/2/24,7,0J,7656,1,0,0,0,0,
5/9/24,7,0J,7656,0,1,0,0,0,
5/16/24,7,0J,7656,1,0,1,0,0,
5/2/24,7,14E,3177,1,0,0,0,0,
5/9/24,7,14E,3177,0,1,0,0,0,
5/16/24,7,14E,3177,0,0,1,0,0,
5/2/24,7,3A,3370,1,0,0,0,0,
5/9/24,7,3A,3370,1,1,1,0,0,
5/16/24,7,3A,3370,0,0,1,0,1,1 lost
5/9/24,7,9C,3874,1,0,0,0,0,
5/16/24,7,9C,3874,0,0,1,0,0,
5/9/24,7,7H,3368,2,0,0,0,0,
5/16/24,7,7H,3368,0,0,1,0,0,1 lost
4/12/24,10,2A,3190,1,0,0,0,0,
4/20/24,10,2A,3190,1,0,0,0,0,
4/25/24,10,2A,3190,0,1,0,0,0,
5/1/24,10,2A,3190,0,0,1,0,0,
5/8/24,10,2A,3190,0,0,0,1,0,
5/16/24,10,2A,3190,0,0,0,1,0,
4/12/24,10,5D,3547,1,0,0,0,0,
4/20/24,10,5D,3547,1,0,0,0,0,
4/25/24,10,5D,3547,1,0,0,0,0,
5/1/24,10,5D,3547,0,1,0,0,0,
5/8/24,10,5D,3547,1,1,0,0,0,
5/16/24,10,5D,3547,0,0,0,1,0,
4/12/24,10,6B,3655,1,0,0,0,0,
4/20/24,10,6B,3655,2,0,0,0,0,
4/25/24,10,6B,3655,1,1,0,0,0,
5/1/24,10,6B,3655,0,1,1,0,0,
5/8/24,10,6B,3655,0,1,0,1,0,
5/16/24,10,6B,3655,0,0,0,2,0,
4/12/24,10,7C,7559,1,0,0,0,0,
4/20/24,10,7C,7559,1,0,0,0,0,
4/25/24,10,7C,7559,1,0,0,0,0,
5/1/24,10,7C,7559,0,0,1,0,0,
5/8/24,10,7C,7559,0,0,0,1,0,
5/16/24,10,7C,7559,0,0,0,1,0,
4/12/24,10,9D,7698,1,0,0,0,0,
4/20/24,10,9D,7698,1,0,0,0,0,
4/25/24,10,9D,7698,1,1,0,0,0,
5/1/24,10,9D,7698,1,0,1,0,0,
5/8/24,10,9D,7698,1,0,1,0,0,
5/16/24,10,9D,7698,0,0,0,2,0,
4/20/24,10,6E,3353,1,0,0,0,0,
4/25/24,10,6E,3353,1,0,0,0,0,
5/1/24,10,6E,3353,2,0,0,0,0,
5/8/24,10,6E,3353,0,2,0,0,0,
5/16/24,10,6E,3353,0,0,0,2,0,
4/25/24,10,4C,7513,1,0,0,0,0,
5/1/24,10,4C,7513,1,0,0,0,0,
5/8/24,10,4C,7513,0,1,0,0,0,
5/16/24,10,4C,7513,0,0,1,0,0,
4/25/24,10,8F,7692,1,0,0,0,0,
5/1/24,10,8F,7692,1,0,0,0,0,
5/8/24,10,8F,7692,0,1,0,0,0,
5/16/24,10,8F,7692,0,0,0,1,0,
5/1/24,11,7A,7645,1,0,0,0,0,
5/8/24,11,7A,7645,0,1,0,0,0,
5/16/24,11,7A,7645,0,0,1,0,0,
5/24/24,11,7A,7645,0,0,0,1,0,
3/1/24,12,17A,3578,1,0,0,0,0,
3/9/24,12,17A,3578,1,0,0,0,0,
3/18/24,12,17A,3578,1,0,0,0,0,
4/3/24,12,17A,3578,1,0,0,0,0,
4/12/24,12,17A,3578,1,0,0,0,0,
4/20/24,12,17A,3578,1,0,0,0,0,
4/25/24,12,17A,3578,1,0,0,0,0,
5/1/24,12,17A,3578,1,1,0,0,0,
5/8/24,12,17A,3578,2,1,0,1,0,
5/16/24,12,17A,3578,0,1,1,2,0,
4/12/24,12,5F,3135,1,0,0,0,0,
4/20/24,12,5F,3135,0,1,0,0,0,
4/25/24,12,5F,3135,1,1,0,0,0,
5/1/24,12,5F,3135,2,0,1,0,0,
5/8/24,12,5F,3135,1,1,0,1,0,
5/16/24,12,5F,3135,0,0,2,0,1,
4/12/24,12,7G,3424,1,0,0,0,0,
4/20/24,12,7G,3424,1,0,0,0,0,
4/25/24,12,7G,3424,0,1,0,0,0,
5/1/24,12,7G,3424,1,1,0,0,0,
5/8/24,12,7G,3424,1,0,1,0,0,
5/16/24,12,7G,3424,0,0,1,0,1,
4/20/24,12,6E,3448,1,0,0,0,0,
4/25/24,12,6E,3448,0,1,0,0,0,
5/1/24,12,6E,3448,0,1,0,0,0,
5/8/24,12,6E,3448,1,1,0,0,0,
5/16/24,12,6E,3448,0,1,1,0,0,
4/20/24,12,2I,3425,1,0,0,0,0,
4/25/24,12,2I,3425,1,0,0,0,0,
5/1/24,12,2I,3425,0,1,0,0,0,
5/8/24,12,2I,3425,0,0,1,0,0,
5/16/24,12,2I,3425,0,1,1,0,0,
5/24/24,12,2I,3425,0,0,1,0,1,
4/20/24,12,19A,3536,1,0,0,0,0,
4/25/24,12,19A,3536,1,0,0,0,0,
5/1/24,12,19A,3536,0,1,0,0,0,
5/8/24,12,19A,3536,0,1,0,0,0,
5/16/24,12,19A,3536,0,0,0,1,0,
4/20/24,12,18C,3395,1,0,0,0,0,
4/25/24,12,18C,3395,1,0,0,0,0,
5/1/24,12,18C,3395,1,0,0,0,0,
5/8/24,12,18C,3395,0,1,0,0,0,
5/16/24,12,18C,3395,0,0,0,1,0,
4/20/24,12,11B,3445,1,0,0,0,0,
4/25/24,12,11B,3445,1,0,0,0,0,
5/1/24,12,11B,3445,0,1,0,0,0,
5/8/24,12,11B,3445,0,1,0,0,0,
5/16/24,12,11B,3445,1,0,1,0,0,
4/25/24,12,5B,3133,1,0,0,0,0,
5/1/24,12,5B,3133,1,0,0,0,0,
5/8/24,12,5B,3133,1,0,0,0,0,
5/16/24,12,5B,3133,0,1,0,0,0,
4/25/24,12,13D,7530,1,0,0,0,0,
5/1/24,12,13D,7530,1,0,0,0,0,
5/8/24,12,13D,7530,0,1,0,0,0,
5/16/24,12,13D,7530,0,0,1,0,0,
4/25/24,12,12B,3449,1,0,0,0,0,
5/1/24,12,12B,3449,1,0,0,0,0,
5/8/24,12,12B,3449,0,1,0,0,0,
5/16/24,12,12B,3449,0,0,1,0,0,
4/25/24,12,18E,3388,1,0,0,0,0,
5/1/24,12,18E,3388,1,0,0,0,0,
5/8/24,12,18E,3388,0,1,0,0,0,
5/16/24,12,18E,3388,0,0,1,0,0,
4/25/24,12,15H,3129,1,0,0,0,0,
5/1/24,12,15H,3129,1,0,0,0,0,
5/8/24,12,15H,3129,0,1,0,0,0,
5/16/24,12,15H,3129,1,0,1,0,0,
5/24/24,12,15H,3129,0,1,1,1,0,
4/25/24,12,17I,3413,1,0,0,0,0,
5/1/24,12,17I,3413,1,0,0,0,0,
5/8/24,12,17I,3413,1,0,0,0,0,
5/16/24,12,17I,3413,0,0,1,0,0,
5/1/24,12,2B,3002,1,0,0,0,0,
5/8/24,12,2B,3002,1,0,0,0,0,
5/16/24,12,2B,3002,0,1,0,0,0,
5/24/24,12,2B,3002,0,0,1,0,0,
5/1/24,12,11B,7578,1,0,0,0,0,
5/8/24,12,11B,7578,1,0,0,0,0,
5/16/24,12,11B,7578,0,0,1,0,0,
5/1/24,12,9B,3145,1,0,0,0,0,
5/8/24,12,9B,3145,1,0,0,0,0,
5/16/24,12,9B,3145,0,0,1,0,0,
5/1/24,12,16B,3147,1,0,0,0,0,
5/8/24,12,16B,3147,1,0,0,0,0,
5/16/24,12,16B,3147,0,1,0,0,0,
5/1/24,12,18H,3768,1,0,0,0,0,
5/8/24,12,18H,3768,1,0,0,0,0,
5/16/24,12,18H,3768,1,0,1,0,0,
5/24/24,12,18H,3768,1,0,0,1,0,
5/8/24,12,11A,7616,1,0,0,0,0,
5/16/24,12,11A,7616,0,1,0,0,0,
5/24/24,12,11A,7616,0,0,1,0,0,
5/8/24,12,15B,3146,1,0,0,0,0,
5/16/24,12,15B,3146,0,1,0,0,0,
5/8/24,12,13H,3134,1,0,0,0,0,
5/16/24,12,13H,3134,1,1,0,0,0,
5/24/04,12,13H,3134,0,1,0,1,0,
5/8/24,12,13I,3422,1,0,0,0,0,
5/16/24,12,13I,3422,0,1,0,0,0,
5/24/24,12,13I,3422,0,0,1,0,0,
4/3/24,13,2B,3336,2,0,0,0,0,
4/12/24,13,2B,3336,2,0,0,0,0,
4/20/24,13,2B,3336,1,1,0,0,0,
4/25/24,13,2B,3336,3,1,0,0,0,
5/1/24,13,2B,3336,2,0,2,0,0,
5/8/24,13,2B,3336,2,0,0,2,0,
5/16/24,13,2B,3336,0,0,2,2,0,
4/3/24,13,2B,3441,1,0,0,0,0,
4/12/24,13,2B,3441,1,0,0,0,0,
4/20/24,13,2B,3441,1,0,0,0,0,
4/25/24,13,2B,3441,1,1,0,0,0,
5/1/24,13,2B,3441,1,0,1,0,0,
5/8/24,13,2B,3441,0,1,0,1,0,
5/16/24,13,2B,3441,0,0,1,1,0,
4/3/24,13,0J,3187,1,0,0,0,0,
4/12/24,13,0J,3187,1,0,0,0,0,
4/20/24,13,0J,3187,2,0,0,0,0,
4/25/24,13,0J,3187,2,0,0,0,0,
5/1/24,13,0J,3187,0,1,0,0,0,
5/8/24,13,0J,3187,0,0,2,0,0,
5/16/24,13,0J,3187,1,0,0,2,0,
4/3/24,13,10A,3616,1,0,0,0,0,
4/12/24,13,10A,3616,2,0,0,0,0,
4/20/24,13,10A,3616,1,1,0,0,0,
4/25/24,13,10A,3616,1,1,0,0,0,
5/1/24,13,10A,3616,0,1,1,0,0,
5/8/24,13,10A,3616,0,1,0,1,0,
5/16/24,13,10A,3616,0,0,1,1,0,
4/3/24,13,17D,3515,2,0,0,0,0,
4/12/24,13,17D,3515,0,0,0,0,0,"record says ""-"""
4/20/24,13,17D,3515,1,0,0,0,0,
4/25/24,13,17D,3515,0,0,0,0,0,NPNT
5/1/24,13,17D,3515,3,0,0,1,0,
5/8/24,13,17D,3515,1,0,2,2,0,
5/16/24,13,17D,3515,0,0,3,0,2,[maybe all records here should be combined with crossed out 3513 records here?]
4/12/24,13,10E,3775,1,0,0,0,0,
4/20/24,13,10E,3775,1,0,0,0,0,
4/25/24,13,10E,3775,1,0,0,0,0,
5/1/24,13,10E,3775,0,1,0,0,0,
5/8/24,13,10E,3775,1,0,1,0,0,
5/16/24,13,10E,3775,0,1,0,1,0,
5/24/24,13,10E,3775,0,1,0,0,1,
4/12/24,13,9D,3590,1,0,0,0,0,
4/20/24,13,9D,3590,1,0,0,0,0,
4/25/24,13,9D,3590,0,0,0,0,0,NPNT
5/1/24,13,9D,3590,1,1,0,0,0,
5/8/24,13,9D,3590,1,0,1,0,0,
5/16/24,13,9D,3590,0,1,0,0,0,1 lost
4/12/24,13,8B,3088,2,0,0,0,0,
4/20/24,13,8B,3088,2,0,0,0,0,
4/25/24,13,8B,3088,2,0,0,0,0,
5/1/24,13,8B,3088,0,2,0,0,0,
5/8/24,13,8B,3088,2,0,2,0,0,
5/16/24,13,8B,3088,0,2,0,2,0,
4/12/24,13,8C,3638,1,0,0,0,0,
4/20/24,13,8C,3638,0,1,0,0,0,
4/25/24,13,8C,3638,2,1,0,0,0,
5/1/24,13,8C,3638,2,0,1,0,0,
5/8/24,13,8C,3638,2,0,0,1,0,
5/16/24,13,8C,3638,0,2,0,1,0,
4/12/24,13,5B,3382,1,0,0,0,0,
4/20/24,13,5B,3382,1,0,0,0,0,
4/25/24,13,5B,3382,0,1,0,0,0,
5/1/24,13,5B,3382,1,1,0,0,0,
5/8/24,13,5B,3382,1,0,1,0,0,
5/16/24,13,5B,3382,0,1,1,0,0,
4/12/24,13,3E,7527,1,0,0,0,0,
4/20/24,13,3E,7527,1,0,0,0,0,
4/25/24,13,3E,7527,1,1,0,0,0,
5/1/24,13,3E,7527,2,1,0,0,0,
5/8/24,13,3E,7527,2,0,0,1,0,
5/16/24,13,3E,7527,2,0,2,1,0,
5/24/24,13,3E,7527,0,2,0,2,1,
4/12/24,13,5G,3123,1,2,0,0,0,
4/20/24,13,5G,3123,1,1,1,0,0,
4/25/24,13,5G,3123,2,1,1,0,0,
5/1/24,13,5G,3123,4,0,2,0,0,
5/8/24,13,5G,3123,2,1,1,0,0,
5/16/24,13,5G,3123,0,0,2,2,0,
4/12/24,13,1F,3796,1,0,0,0,0,
4/20/24,13,1F,3796,1,0,0,0,0,
4/25/24,13,1F,3796,0,0,0,0,0,NPNT
5/1/24,13,1F,3796,1,0,0,0,0,
5/8/24,13,1F,3796,1,0,0,0,0,
5/16/24,13,1F,3796,0,1,0,0,0,
4/12/24,13,1G,3604,1,0,0,0,0,
4/20/24,13,1G,3604,1,0,0,0,0,
4/25/24,13,1G,3604,2,0,0,0,0,
5/1/24,13,1G,3604,1,1,0,0,0,
5/8/24,13,1G,3604,2,0,2,0,0,
5/16/24,13,1G,3604,1,0,0,3,0,
4/12/24,13,2G,3120,2,0,0,0,0,
4/20/24,13,2G,3120,2,0,0,0,0,
4/25/24,13,2G,3120,0,0,2,0,0,
5/1/24,13,2G,3120,2,0,1,1,0,
5/8/24,13,2G,3120,2,0,0,0,2,
5/16/24,13,2G,3120,1,0,0,0,2,
4/12/24,13,3H,3367,1,0,0,0,0,
4/20/24,13,3H,3367,1,0,0,0,0,
4/25/24,13,3H,3367,1,0,1,0,0,
5/1/24,13,3H,3367,1,0,0,0,1,
5/8/24,13,3H,3367,0,1,0,0,0,
5/16/24,13,3H,3367,0,0,1,0,0,
4/20/24,13,4A,3826,1,0,0,0,0,
4/25/24,13,4A,3826,0,1,0,0,0,
5/1/24,13,4A,3826,2,0,1,0,0,
5/8/24,13,4A,3826,0,0,2,1,0,
5/16/24,13,4A,3826,0,0,0,2,1,
4/20/24,13,5A,3155,1,0,0,0,0,
4/25/24,13,5A,3155,1,0,0,0,0,
5/1/24,13,5A,3155,1,0,0,0,0,
5/8/24,13,5A,3155,0,0,2,0,0,
5/16/24,13,5A,3155,0,0,0,2,0,
4/20/24,13,2C,3178,1,0,0,0,0,
4/25/24,13,2C,3178,1,0,0,0,0,
5/1/24,13,2C,3178,0,1,0,0,0,
5/8/24,13,2C,3178,1,0,1,0,0,
5/16/24,13,2C,3178,1,0,0,1,0,
4/20/24,13,4B,7537,1,0,0,0,0,
4/25/24,13,4B,7537,1,0,0,0,0,
5/1/24,13,4B,7537,0,0,1,0,0,
5/8/24,13,4B,7537,1,0,1,0,0,
5/16/24,13,4B,7537,0,1,0,1,0,
4/20/24,13,3E,3026,1,0,0,0,0,
4/25/24,13,3E,3026,1,0,0,0,0,
5/1/24,13,3E,3026,1,0,0,0,0,
5/8/24,13,3E,3026,0,1,0,0,0,
5/16/24,13,3E,3026,0,0,0,1,0,
4/20/24,13,2F,3978,2,0,0,0,0,
4/25/24,13,2F,3978,2,0,0,0,0,
5/1/24,13,2F,3978,1,1,0,0,0,
5/8/24,13,2F,3978,1,2,0,0,0,
5/16/24,13,2F,3978,1,0,2,0,0,
4/20/24,13,7F,3391,2,0,0,0,0,
4/25/24,13,7F,3391,2,0,0,0,0,
5/1/24,13,7F,3391,0,2,0,0,0,
5/8/24,13,7F,3391,0,1,1,0,0,
5/16/24,13,7F,3391,0,1,0,1,1,
4/20/24,13,9H,3119,1,0,0,0,0,
4/25/24,13,9H,3119,1,0,0,0,0,
5/1/24,13,9H,3119,0,1,0,0,0,
5/8/24,13,9H,3119,0,0,1,0,0,
5/16/24,13,9H,3119,0,0,0,0,1,
4/20/24,13,6G,3384,1,0,0,0,0,
4/25/24,13,6G,3384,1,0,0,0,0,
5/1/24,13,6G,3384,1,0,0,0,0,
5/8/24,13,6G,3384,0,1,0,0,0,
5/16/24,13,6G,3384,0,0,1,0,0,
4/20/24,13,0E,3980,1,0,0,0,0,
4/25/24,13,0E,3980,1,0,0,0,0,
5/1/24,13,0E,3980,0,1,0,0,0,
5/8/24,13,0E,3980,1,0,1,0,0,
5/16/24,13,0E,3980,0,1,0,1,0,
4/20/24,13,2B,3400,2,0,0,0,0,
4/25/24,13,2B,3400,2,0,0,0,0,
5/1/24,13,2B,3400,2,0,0,0,0,
5/8/24,13,2B,3400,0,1,1,0,0,
5/16/24,13,2B,3400,1,0,0,2,0,
5/24/24,13,2B,3400,0,1,0,2,0,
4/20/24,13,11G,3118,1,0,0,0,0,
4/25/24,13,11G,3118,2,0,0,0,0,
5/1/24,13,11G,3118,2,0,0,0,0,
5/8/24,13,11G,3118,0,1,1,0,0,
5/16/24,13,11G,3118,0,1,0,1,0,
4/20/24,13,11I,3620,1,0,0,0,0,
4/25/24,13,11I,3620,1,0,0,0,0,
5/1/24,13,11I,3620,1,0,0,0,0,
5/8/24,13,11I,3620,0,1,0,0,0,
5/16/24,13,11I,3620,0,1,0,0,0,
4/20/24,13,9G,3018,1,0,0,0,0,
4/25/24,13,9G,3018,1,0,0,0,0,
5/1/24,13,9G,3018,2,0,0,0,0,
5/8/24,13,9G,3018,0,1,1,0,0,
5/16/24,13,9G,3018,0,1,0,0,1,
4/25/24,13,16F,3376,1,0,0,0,0,
5/1/24,13,16F,3376,0,1,0,0,0,
5/8/24,13,16F,3376,1,0,1,0,0,
5/16/24,13,16F,3376,0,1,0,1,0,
5/24/24,13,6F,3376,0,0,1,0,1,
4/25/24,13,16G,3117,1,0,0,0,0,
5/1/24,13,16G,3117,1,0,0,0,0,
5/8/24,13,16G,3117,0,1,0,0,0,
5/16/24,13,16G,3117,0,0,1,0,0,
4/25/24,13,16J,3154,1,0,0,0,0,broke
5/1/24,13,16J,3154,1,0,0,0,0,
5/8/24,13,16J,3154,1,0,0,0,0,
5/16/24,13,16J,3154,0,0,1,0,0,
4/25/24,13,18F,3397,1,0,0,0,0,
5/1/24,13,18F,3397,1,0,0,0,0,
5/8/24,13,18F,3397,0,0,1,0,0,
5/16/24,13,18F,3397,0,0,0,0,1,
4/25/24,13,10F,7632,1,0,0,0,0,
5/1/24,13,10F,7632,1,0,0,0,0,
5/8/24,13,10F,7632,0,1,0,0,0,
5/16/24,13,10F,7632,0,0,1,0,0,
4/25/24,13,3A,3433,1,0,0,0,0,
5/1/24,13,3A,3433,2,0,0,0,0,
5/8/24,13,3A,3433,0,2,0,0,0,
5/16/24,13,3A,3433,0,0,2,0,0,
4/25/24,13,0C,3421,1,0,0,0,0,
5/1/24,13,0C,3421,1,0,0,0,0,
5/8/24,13,0C,3421,0,0,1,0,0,
5/16/24,13,0C,3421,0,0,0,1,0,
4/25/24,13,0D,3431,1,0,0,0,0,
5/1/24,13,0D,3431,2,0,0,0,0,
5/8/24,13,0D,3431,0,2,0,0,0,
5/16/24,13,0D,3431,1,0,2,0,0,
4/25/24,13,6H,3427,1,0,0,0,0,
5/1/24,13,6H,3427,1,0,0,0,0,
5/8/24,13,6H,3427,1,0,0,0,0,
5/16/24,13,6H,3427,0,1,0,0,0,
4/25/24,13,1D,3429,1,0,0,0,0,
5/1/24,13,1D,3429,1,0,0,0,0,
5/8/24,13,1D,3429,1,1,0,0,0,
5/16/24,13,1D,3429,0,1,0,0,0,1 lost
4/25/24,13,7J,3780,1,0,0,0,0,
5/1/24,13,7J,3780,0,0,0,0,0,NPNT
5/8/24,13,7J,3780,0,0,1,0,0,
5/16/24,13,7J,3780,1,0,1,0,0,
5/24/24,13,7J,3780,0,1,0,0,0,1 lost
4/25/24,13,7I,7592,2,0,0,0,0,
5/1/24,13,7I,7592,2,0,0,0,0,
5/8/24,13,7I,7592,0,1,1,0,0,
5/16/24,13,7I,7592,2,0,2,0,0,
4/25/24,13,6J,YTP,0,1,0,0,0,
5/1/24,13,6J,YTP,0,0,1,0,0,
5/8/24,13,6J,YTP,0,1,0,0,1,
5/16/24,13,6J,YTP,0,0,0,0,0,eaten
4/25/24,13,16G,3494,1,0,0,0,0,
5/1/24,13,16G,3494,1,0,0,0,0,
5/8/24,13,16G,3494,1,0,0,0,0,
5/16/24,13,16G,3494,0,0,1,0,0,
4/25/24,13,7J,7634,1,0,0,0,0,
5/1/24,13,7J,7634,1,0,0,0,0,
5/8/24,13,7J,7634,0,0,1,0,0,
5/16/24,13,7J,7634,0,0,0,0,1,
5/24/24,13,7J,7634,0,0,0,0,1,
5/1/24,13,12B,3396,1,0,0,0,0,
5/8/24,13,12B,3396,0,1,0,0,0,
5/16/24,13,12B,3396,0,0,1,0,0,
5/1/24,13,15E,3605,1,0,0,0,0,
5/8/24,13,15E,3605,1,0,0,0,0,
5/16/24,13,15E,3605,0,0,1,0,0,
5/1/24,13,15G,3023,1,0,0,0,0,
5/8/24,13,15G,3023,0,1,0,0,0,
5/16/24,13,15G,3023,0,0,1,0,0,
5/1/24,13,16G,3180,1,0,0,0,0,
5/8/24,13,16G,3180,0,1,0,0,0,
5/16/24,13,16G,3180,0,0,1,0,0,
5/1/24,13,13C,3042,1,0,0,0,0,
5/8/24,13,13C,3042,1,0,0,0,0,
5/16/24,13,13C,3042,0,0,1,0,0,
5/1/24,13,12F,3481,1,0,0,0,0,
5/8/24,13,12F,3481,1,0,0,0,0,
5/16/24,13,12F,3481,1,0,1,0,0,
5/24/24,13,12F,3481,0,1,0,1,0,
5/1/24,13,15J,7642,1,0,0,0,0,
5/8/24,13,15J,7642,1,0,0,0,0,
5/16/24,13,15J,7642,1,1,0,0,0,
5/24/24,13,15J,7642,1,0,1,0,0,
5/1/24,13,0C,3422,1,0,0,0,0,
5/8/24,13,0C,3422,1,0,0,0,0,
5/16/24,13,0C,3422,0,1,0,0,0,
5/1/24,13,0E,3126,1,0,0,0,0,
5/8/24,13,0E,3126,2,1,1,0,0,
5/16/24,13,0E,3126,0,0,0,0,0,"record says ""-"""
5/8/24,13,2D,7628,1,0,0,0,0,
5/16/24,13,2D,7628,0,0,1,0,0,
5/8/24,13,0D,3726,1,0,0,0,0,
5/16/24,13,0D,3726,0,1,0,0,0,
5/8/24,13,6I,7589,1,0,0,0,0,
5/16/24,13,6I,7589,0,1,0,0,0,
5/8/24,13,11A,3143,1,0,0,0,0,
5/16/24,13,11A,3143,0,1,0,0,0,
5/8/24,13,13G,3675,0,0,1,0,0,
5/16/24,13,13G,3675,1,0,1,0,0,
5/24/24,13,13G,3675,0,1,0,1,0,
5/8/24,13,12G,3128,1,0,0,0,0,
5/16/24,13,12G,3128,0,1,0,0,0,
5/8/24,13,15J,7638,1,0,0,0,0,
5/16/24,13,15J,7638,0,2,0,0,0,
5/16/24,13,15J,7638,0,0,1,1,0,
5/16/24,13,0H,3096,0,0,1,0,0,
5/16/24,13,8G,7571,0,0,1,0,0,
4/3/24,14,8A,3305,1,0,0,0,0,
4/12/24,14,8A,3305,1,0,0,0,0,
4/19/24,14,8A,3305,0,1,0,0,0,
4/25/24,14,8A,3305,1,0,1,0,0,
5/1/24,14,8A,3305,1,0,0,1,0,
5/8/24,14,8A,3305,0,1,0,1,0,
5/16/24,14,8A,3305,0,0,0,2,0,
4/3/24,14,0E,3699,1,0,0,0,0,
4/12/24,14,0E,3699,0,1,0,0,0,
4/19/24,14,0E,3699,0,1,0,0,0,
4/25/24,14,0E,3699,1,1,0,0,0,
5/1/24,14,0E,3699,1,0,1,0,0,
5/8/24,14,0E,3699,0,1,0,1,0,
5/16/24,14,0E,3699,0,1,1,0,0,
4/3/24,14,18F,3556,1,0,0,0,0,
4/12/24,14,18F,3556,2,0,0,0,0,
4/19/24,14,18F,3556,3,0,0,0,0,
4/25/24,14,18F,3556,2,0,1,0,0,
5/1/24,14,18F,3556,2,0,0,1,0,
5/8/24,14,18F,3556,0,0,2,1,0,
5/16/24,14,18F,3556,0,0,0,3,0,
4/12/24,14,16G,3838,1,0,0,0,0,
4/19/24,14,16G,3838,1,0,0,0,0,
4/25/24,14,16G,3838,1,0,0,0,0,
5/1/24,14,16G,3838,0,1,0,0,0,
5/8/24,14,16G,3838,0,0,1,0,0,
5/16/24,14,16G,3838,0,0,0,1,0,
4/19/24,14,2A,3469,1,0,0,0,0,
4/25/24,14,2A,3469,0,1,0,0,0,
5/1/24,14,2A,3469,0,2,0,0,0,
5/8/24,14,2A,3469,1,0,1,0,0,1 lost
5/16/24,14,2A,3469,0,0,1,2,0,
4/19/24,14,0E,WHTP,1,0,0,0,0,outside plot? No demo/tag
4/25/24,14,0E,WHTP,1,0,0,0,0,outside plot? No demo/tag
5/1/24,14,0E,WHTP,1,0,0,0,0,outside plot? No demo/tag
5/8/24,14,0E,WHTP,0,1,0,0,0,outside plot? No demo/tag
5/16/24,14,0E,WHTP,0,0,1,0,0,outside plot? No demo/tag
4/19/24,14,3J,3776,1,0,0,0,0,
4/25/24,14,3J,3776,1,0,0,0,0,
5/1/24,14,3J,3776,1,0,0,0,0,
5/8/24,14,3J,3776,0,1,0,0,0,
5/16/24,14,3J,3776,0,1,0,0,0,
5/24/24,14,3J,3776,0,1,0,1,0,
4/19/24,14,8A,3463,1,0,0,0,0,
4/25/24,14,8A,3463,1,0,0,0,0,
5/1/24,14,8A,3463,0,1,0,0,0,
5/8/24,14,8A,3463,0,0,1,0,0,
5/16/24,14,8A,3463,0,0,0,1,0,
4/19/24,14,8B,3300,1,0,0,0,0,
4/25/24,14,8B,3300,1,0,0,0,0,
5/1/24,14,8B,3300,0,0,1,0,0,
5/8/24,14,8B,3300,0,0,1,0,0,
5/16/24,14,8B,3300,0,1,0,1,0,
4/19/24,14,7C,3926,1,0,0,0,0,
4/25/24,14,7C,3926,1,0,0,0,0,
5/1/24,14,7C,3926,0,1,0,0,0,
5/8/24,14,7C,3926,0,0,1,0,0,
5/16/24,14,7C,3926,0,0,0,1,0,
4/19/24,14,10C,3360,1,0,0,0,0,
4/25/24,14,10C,3360,1,0,0,0,0,
5/1/24,14,10C,3360,1,0,0,0,0,
5/8/24,14,10C,3360,0,1,0,0,0,
5/16/24,14,10C,3360,0,0,0,1,0,
4/25/24,14,19A,3118,1,0,0,0,0,
5/1/24,14,19A,3118,1,0,0,0,0,
5/8/24,14,19A,3118,1,0,0,0,0,
5/16/24,14,19A,3118,0,0,1,0,0,
4/25/24,14,11C,3086,1,0,0,0,0,
5/1/24,14,11C,3086,1,0,0,0,0,
5/8/24,14,11C,3086,0,0,1,0,0,
5/16/24,14,11C,3086,0,0,0,1,0,
4/25/24,14,4B,3158,1,0,0,0,0,
5/1/24,14,4B,3158,0,1,0,0,0,
5/8/24,14,4B,3158,0,0,1,0,0,
5/16/24,14,4B,3158,0,0,0,1,0,
4/25/24,14,3A,3058,1,0,0,0,0,
5/1/24,14,3A,3058,1,0,0,0,0,
5/8/24,14,3A,3058,0,1,0,0,0,
5/16/24,14,3A,3058,0,0,0,1,0,
4/25/24,14,3A,3379,1,0,0,0,0,
5/1/24,14,3A,3379,1,0,0,0,0,
5/8/24,14,3A,3379,1,0,0,0,0,
5/16/24,14,3A,3379,0,0,1,0,0,
4/25/24,14,4I,3432,2,0,0,0,0,
5/1/24,14,4I,3432,2,0,0,0,0,
