Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Leaf.length,No.umbels,Stalk_Height,umbel.diam,YrTag,notes,tag.pulled,problem.tag,,,,
2023,15,3892,0,B,8,17,3,50,SOS,2021,,,,,,,
2023,15,3157,0,J,NA,NA,NA,NA,NA,2016,NPNT > 2 years,,,,,,
2023,15,3393,0,J,5,20,3,44,SOS,2017,"1 umbel dead. Could be 3157, very close together.",,,,,,
2023,15,3818,1,A,9,17,5,37,SOS,2016,1 umbel dead,,,,,,
2023,15,3392,1,I,NA,NA,NA,NA,NA,2017,NPNT > 2 years. Just a lot of moss.,,,,,,
2023,15,3063,1,J,2,18.5,2,45,SOS,2016,1 umbel dead,,,,,,
2023,15,3426,1,J,5,18,3,40,SOS,2018,,,,,,,
2023,15,3427,1,J,5,21,3,44,SOS,2018,1 umbel dead,,,,,,
2023,15,7572,1,J,0,NA,NA,NA,NA,2022,NP,,,,,,
2023,15,3065,2,F,10,20,6,60,SOS,2016,1 umbel dead,,,,,,
2023,15,3423,2,I,4,18.5,2,45,SOS,2018,,,,,,,
2023,15,3882,2,I,5,20,4,41,SOS,2016,,,,,,,
2023,15,3485,3,A,8,20,7,52,SOS,2018,,,,,,,
2023,15,3341,3,H,6,17,5,53,SOS,2016,,,,,,,
2023,15,3672,3,H,0,NA,NA,NA,NA,2021,NP. Tag pulled.,1,,,,,
2023,15,3052,3,J,5,21,4,46,SOS,2016,1 umbel dead,,,,,,
2023,15,3659,4,C,6,19.5,6,55,SOS,2016,,,,,,,
2023,15,3881,5,E,3,12,2,34,SOS,?,,,,,,,
2023,15,3479,5,F,2,14,1,38,5,2018,,,,,,,
2023,15,3940,5,I,0,NA,NA,NA,NA,2016,NP,,,,,,
2023,15,3332,5,J,1,15,1,29,3,2016,next to 3940,,,,,,
2023,15,7598,6,A,3,12,2,46,SOS,2022,,,,,,,
2023,15,3177,6,G,6,24,3,50,SOS,2016,1 umbel dead,,,,,,
2023,15,3068,6,I,6,15,3,42,SOS,2016,1 umbel dead,,,,,,
2023,15,3417,6,I,7,24,4,53,SOS,2018,,,,,,,
2023,15,3095,6,J,8,12,5,55,SOS,2017,1 umbel dead,,,,,,
2023,15,3472,6,J,7,13,5,35,SOS,2019,"1 eaten, 1 dead",,,,,,
2023,15,7593,7,A,2,16.5,2,38,SOS,2022,,,,,,,
2023,15,3017,7,G,4,16,3,39,SOS,2016,1 umbel dead,,,,,,
2023,15,3083,7,I,4,15,1,33,3,2016,1 stalk eaten off,,,,,,
2023,15,3760,8,G,2,13,0,NA,NA,2021,,,,,,,
2023,15,3458,8,I,3,14,2,54,SOS,2019,,,,,,,
2023,15,3863,8,I,5,13,3,35,SOS,2016,,,,,,,
2023,15,3771,8,J,0,NA,NA,NA,NA,2021,NP. Tag pulled.,1,,,,,
2023,15,3402,9,F,2,15,1,20,NA,2017,umbel dead,,,,,,
2023,15,3774,9,F,1,26,0,NA,NA,2021,,,,,,,
2023,15,3404,9,G,7,17,4,39,SOS,2017,,,,,,,
2023,15,3014,9,I,7,14,5,23,SOS,2016,,,,,,,
2023,15,3021,9,J,0,NA,NA,NA,NA,2021,NP,,,,,,
2023,15,3673,10,A,2,8,2,43,SOS,2019,,,,,,,
2023,15,3500,10,D,7,10,4,48,SOS,2017,1 umbel dead,,,,,,
2023,15,3734,10,H,NA,NA,1,21,3.5,2021,leaves clipped off,,,,,,
2023,15,3303,10,J,0,NA,NA,NA,NA,2016,NP. Tag pulled.,1,,,,,
2023,15,3848,10,J,0,NA,NA,NA,NA,2016,NP,,,,,,
2023,15,3742,10,J,0,NA,NA,NA,NA,2021,NP,,,,,,
2023,15,3354,11,B,15,17.5,11,44,SOS,2017,4 umbels dead,,,,,,
2023,15,3397,11,F,4,18,2,36,SOS,2018,,,,,,,
2023,15,3900,11,F,0,NA,NA,NA,NA,2016,NP,,,,,,
2023,15,3755,11,I,0,NA,NA,NA,NA,2021,NP,,,,,,
2023,15,3843,11,J,0,NA,NA,NA,NA,2016,NP. Tag pulled.,1,,,,,
2023,15,3490,12,C,6,10,3,23,SOS,2017,1 umbel dead,,,,,,
2023,15,3495,12,C,0,NA,NA,NA,NA,2017,NP. Tag pulled.,1,,,,,
2023,15,3765,12,D,0,NA,NA,NA,NA,2021,NP. Tag pulled.,1,,,,,
2023,15,3612,12,E,4,13,3,25.5,SOS,2018,,,,,,,
2023,15,3737,12,E,2,10,2,28,SOS,2021,,,,,,,
2023,15,3615,12,F,0,NA,0,NA,NA,2018,"actually 3165. NP, maybe senesced? No flowering though",,1,,,,
2023,15,3401,12,G,10,16.5,7,43,SOS,2017,1 dead bud,,,,,,
2023,15,3894,12,G,NA,NA,NA,NA,NA,2016,NPNT > 2 years,,,,,,
2023,15,3297,12,I,0,NA,NA,NA,NA,2016,"plant flowered, but clipped 5/15 or now gone",,,,,,
2023,15,3757,13,G,1,6,0,NA,NA,2021,,,,,,,
2023,15,3706,13,H,2,22.5,2,44,SOS,2016,tag says 3076,,1,,,,
2023,15,3740,13,J,0,NA,NA,NA,NA,2019,NP,,,,,,
2023,15,3736,14,B,8,12,6,41,SOS,2021,1 umbel dead,,,,,,
2023,15,3831,14,B,7,11,5,41,SOS,2021,tag says 3813. 1 umbel dead,,1,,,,
2023,15,3371,14,C,6,11,3,27,SOS,2017,,,,,,,
2023,15,3497,14,C,0,NA,NA,NA,NA,2017,NP. Tag pulled.,1,,,,,
2023,15,3094,14,D,NA,NA,NA,NA,NA,2016,NPNT > 2 years,,,,,,
2023,15,3368,14,D,0,NA,NA,NA,NA,2018,saw it 5/15. NP today.,,,,,,
2023,15,3493,14,E,9,13,7,37,SOS,2017,,,,,,,
2023,15,3377,14,G,6,19,4,47,SOS,2017,1 umbel maybe dead,,,,,,
2023,15,3489,14,G,3,19,1,36,7.5,2017,,,,,,,
2023,15,3047,14,J,9,21,3,44,SOS,2018,,,,,,,
2023,15,3868,15,A,6,17,3,51,SOS,2016,not tracking phenology,,,,,,
2023,15,3446,15,C,1,19,1,29,6.5,2019,,,,,,,
2023,15,3455,15,C,3,14,2,36,SOS,2019,1 umbel dead,,,,,,
2023,15,7521,15,E,1,15,1,38,9,2022,,,,,,,
2023,15,3481,15,H,3,23.5,3,19,SOS,2018,?,,,,,,
2023,15,3581,15,I,7,22,3,36.5,SOS,2016,,,,,,,
2023,15,3391,16,A,3,11,2,40,SOS,2018,1 dead umbel,,,,,,
2023,15,3116,16,C,12,22,9,37,SOS,2016,2 umbels dead,,,,,,
2023,15,3498,16,C,2,6,2,26,SOS,2017,stalk broken off. Both umbels dead,,,,,,
2023,15,3395,16,G,6,19.5,3,49,SOS,2017,,,,,,,
2023,15,3686,16,H,6,20.5,4,48,SOS,2016,,,,,,,
2023,15,3384,16,I,2,14.5,1,30.5,6.5,2017,,,,,,,
2023,15,3482,16,J,3,13,3,23,SOS,2018,1 umbel dead,,,,,,
2023,15,3491,17,E,4,17,3,49,SOS,2017,,,,,,,
2023,15,3436,17,H,3,22,1,34,7.5,2018,,,,,,,
2023,15,3738,17,H,5,10,3,38,SOS,2019,,,,,,,
2023,15,3457,18,A,9,12.5,5,46,SOS,2019,1 dead umbel,,,,,,
2023,15,3621,18,A,0,NA,NA,NA,NA,2021,NP. Tag pulled.,1,,,,,
2023,15,3006,18,B,3,20.5,2,64,SOS,2018,,,,,,,
2023,15,3372,19,C,6,27,3,42.5,SOS,2017,,,,,,,
2023,15,3766,19,D,8,24,5,51,SOS,2021,2 umbels dead,,,,,,
2023,5,7570,1,H,2,13,1,14,NA,2023,umbel dead,,,,,,
2023,5,7561,5,I,1,7,0,NA,NA,2023,,,,,,,
2023,5,7564,3,B,2,18,1,27,6,2023,green pick,,,,,,
2023,5,7553,4,E,2,12,1,36,6,2023,,,,,,,
2023,1,3782,0,J,2,23,1,23,3,2023,"not new, separate from 3814/found both",,,,,,
2023,1,7517,5,F,1,7,0,NA,NA,2023,,,,,,,
2023,1,7583,5,F,1,7,0,NA,NA,2023,,,,,,,
2023,1,7567,5,F,1,7,0,NA,NA,2023,,,,,,,
2023,1,7534,4,F,1,8.5,0,NA,NA,2023,,,,,,,
2023,1,7515,9,B,1,7,0,NA,NA,2023,,,,,,,
2023,2,7568,1,C,1,7,0,NA,NA,2023,,,,,,,
2023,7,7579,5,C,1,21,1,42,6,2023,,,,,,,
2023,3,7689,1,B,1,13,0,NA,NA,2023,,,,,,,
2023,3,7687,2,A,1,14,0,NA,NA,2023,,,,,,,
2023,3,7523,1,B,1,13,0,NA,NA,2023,,,,,,,
2023,3,7677,5,E,1,15,0,NA,NA,2023,,,,,,,
2023,3,7678,5,I,1,18,0,NA,NA,2023,,,,,,,
2023,3,7502,5,F,1,14,0,NA,NA,2023,,,,,,,
2023,3,7670,7,I,3,17,1,46,8.5,2023,pink sword from phenology,,,,,,
2023,3,7684,14,A,3,8.5,2,27.5,SOS,2023,,,,,,,
2023,3,7565,18,E,2,16,1,29,4,2023,,,,,,,
2023,14,7685,1,D,2,28,0,NA,NA,2023,next to 7566,,,,,,
2023,14,7516,1,E,1,12,0,NA,NA,2023,next to 3431,,,,,,
2023,14,7679,1,G,1,13,0,NA,NA,2023,,,,,,,
2023,14,7671,0,H,3,10,0,NA,NA,2023,,,,,,,
2023,14,7672,0,J,1,10,0,NA,NA,2023,,,,,,,
2023,14,7680,2,I,1,8,0,NA,NA,2023,,,,,,,
2023,13,3355,16,C,3,17,2,39,SOS,2023,,,,,,,
2023,13,7697,12,D,1,6,0,NA,NA,2023,,,,,,,
2023,13,7700,11,E,1,7,0,NA,NA,2023,,,,,,,
2023,13,7683,11,E,1,7,0,NA,NA,2023,,,,,,,
2023,13,7695,12,E,1,6,0,NA,NA,2023,,,,,,,
2023,12,7686,12,G,1,8,0,NA,NA,2023,,,,,,,
2023,12,7694,11,G,1,6,0,NA,NA,2023,,,,,,,
2023,12,7688,11,G,1,9,0,NA,NA,2023,,,,,,,
2023,12,7673,12,F,1,7,0,NA,NA,2023,,,,,,,
2023,12,7668,12,G,1,6,0,NA,NA,2023,,,,,,,
2023,12,7669,13,F,1,5,0,NA,NA,2023,,,,,,,
2023,12,7674,13,J,1,7,0,NA,NA,2023,,,,,,,
2023,12,7690,14,J,1,7,0,NA,NA,2023,,,,,,,
2023,12,7699,11,I,1,7,0,NA,NA,2023,,,,,,,
2023,10,7559,7,C,2,8,0,NA,NA,2023,,,,,,,
2023,10,7682,4,E,1,9,0,NA,NA,2023,,,,,,,
2023,10,7681,8,F,1,20,0,NA,NA,2023,,,,,,,
2023,10,7692,8,F,1,22,0,NA,NA,2023,,,,,,,
2023,10,7698,9,D,3,24,2,65,SOS,2023,,,,,,,
2023,4,7696,0,A,5,19,4,42.5,SOS,2023,,,,,,,
2023,4,7549,1,B,1,6,0,NA,NA,2023,,,,,,,
2023,4,7649,2,D,1,11,0,NA,NA,2023,,,,,,,
2023,4,7650,4,C,2,4,0,NA,NA,2023,,,,,,,
2023,4,7659,1,B,1,10,0,NA,NA,2023,,,,,,,
2023,4,7658,3,C,1,9,0,NA,NA,2023,,,,,,,
2023,4,7667,4,B,1,9,0,NA,NA,2023,,,,,,,
2023,4,7666,2,C,2,13,0,NA,NA,2023,,,,,,,
2023,4,7585,1,E,1,6,0,NA,NA,2023,,,,,,,
2023,15,7652,4,G,1,20,0,NA,NA,2023,,,,,,,
2023,9,7653,16,I,1,5,0,NA,NA,2023,,,,,,,
2023,9,7551,16,F,1,6,0,NA,NA,2023,,,,,,,
